Data Riferimento;Macrozona;Sbil aggregato zonale [MWh];Segno aggregato zonale;Scambi [MWh];Estero [MWh];Prezzo base;Componente incentivante;Prezzo di sbilanciamento
07/08/2025 12:00;SUD;50,333;+;289,097;-51,67;27,333;0;27,333
07/08/2025 12:00;NORD;39,072;+;-289,097;1.406,81;34,989;0;34,989
07/08/2025 12:15;SUD;105,446;+;298,894;-50,474;15,834;0;15,834
07/08/2025 12:15;NORD;60,804;+;-298,894;1.378,22;35,349;0;35,349
07/08/2025 12:30;NORD;101,813;+;-343,685;1.365,30;32,462;0;32,462
07/08/2025 12:30;SUD;95,209;+;343,685;-49,916;12,274;0;12,274
07/08/2025 12:45;NORD;138,542;+;-336,335;1.342,18;43,98;0;43,98
07/08/2025 12:45;SUD;119,948;+;336,335;-48,835;13,7;0;13,7
07/08/2025 13:00;SUD;208,317;+;276,83;-50,166;24,55;0;24,55
07/08/2025 13:00;NORD;65,465;+;-276,83;1.353,09;56,222;0;56,222
07/08/2025 13:15;SUD;227,843;+;226,25;-49,269;28,685;0;28,685
07/08/2025 13:15;NORD;105,05;+;-226,25;1.330,19;46,443;0;46,443
07/08/2025 13:30;NORD;123,201;+;-170,969;1.342,01;25,55;0;25,55
07/08/2025 13:30;SUD;240,737;+;170,969;-50,31;25,447;0;25,447
07/08/2025 13:45;NORD;143,927;+;-162,34;1.343,74;23,484;0;23,484
07/08/2025 13:45;SUD;222,392;+;162,34;-48,593;22,933;0;22,933
07/08/2025 14:00;SUD;315,033;+;195,217;-49,67;24,669;0;24,669
07/08/2025 14:00;NORD;52,253;+;-195,217;1.358,57;37,177;0;37,177
07/08/2025 14:15;SUD;298,722;+;160,616;-50,475;19,037;0;19,037
07/08/2025 14:15;NORD;70,273;+;-160,616;1.355,32;24,423;0;24,423
07/08/2025 14:30;NORD;41,96;+;-150,431;1.357,97;20,56;0;20,56
07/08/2025 14:30;SUD;273,036;+;150,431;-51,781;15,713;0;15,713
07/08/2025 14:45;NORD;-20,472;-;-157,544;1.375,37;180,771;0;180,771
07/08/2025 14:45;SUD;267,51;+;157,544;-54,041;15,381;0;15,381
07/08/2025 15:00;SUD;354,031;+;224,389;-53,595;7,893;0;7,893
07/08/2025 15:00;NORD;114,3;+;-224,389;1.346,95;20,516;0;20,516
07/08/2025 15:15;SUD;294,169;+;182,559;-54,587;9,911;0;9,911
07/08/2025 15:15;NORD;109,074;+;-182,559;1.352,76;23,258;0;23,258
07/08/2025 15:30;SUD;278,895;+;151,193;-57,171;12,868;0;12,868
07/08/2025 15:30;NORD;130,572;+;-151,193;1.308,89;40,994;0;40,994
07/08/2025 15:45;NORD;46,345;+;-137,205;1.317,91;42,645;0;42,645
07/08/2025 15:45;SUD;302,28;+;137,205;-59,045;15,822;0;15,822
07/08/2025 16:00;SUD;336,161;+;220,067;-64,245;16,356;0;16,356
07/08/2025 16:00;NORD;107,986;+;-220,067;1.447,77;5,211;0;5,211
07/08/2025 16:15;SUD;308,931;+;190,342;-65,942;20,667;0;20,667
07/08/2025 16:15;NORD;99,178;+;-190,342;1.459,81;5,138;0;5,138
07/08/2025 16:30;NORD;78,156;+;-239,271;1.447,37;9,596;0;9,596
07/08/2025 16:30;SUD;297,269;+;239,271;-69,083;19,036;0;19,036
07/08/2025 16:45;NORD;-9,502;-;-235,798;1.478,38;179,626;0;179,626
07/08/2025 16:45;SUD;279,167;+;235,798;-72,532;18,034;0;18,034
07/08/2025 17:00;SUD;394,631;+;178,84;-18,504;31,86;0;31,86
07/08/2025 17:00;NORD;141,944;+;-178,84;1.447,97;24,289;0;24,289
07/08/2025 17:15;SUD;355,724;+;142,897;-6,043;37,641;0;37,641
07/08/2025 17:15;NORD;82,547;+;-142,897;1.362,05;28,596;0;28,596
07/08/2025 17:30;NORD;8,874;+;-101,432;1.350,95;38,389;0;38,389
07/08/2025 17:30;SUD;249,656;+;101,432;-2,597;53,567;0;53,567
07/08/2025 17:45;NORD;29,696;+;-155,035;1.317,63;44,663;0;44,663
07/08/2025 17:45;SUD;176,173;+;155,035;1,295;69,209;0;69,209
07/08/2025 18:00;SUD;229,809;+;204,32;26,515;81,709;0;81,709
07/08/2025 18:00;NORD;121,105;+;-204,32;1.138,61;63,195;0;63,195
07/08/2025 18:15;SUD;91,78;+;279,782;31,004;80,894;0;80,894
07/08/2025 18:15;NORD;85,333;+;-279,782;1.224,48;75,726;0;75,726
07/08/2025 18:30;NORD;93,794;+;-241,309;1.177,49;79,365;0;79,365
07/08/2025 18:30;SUD;136,017;+;241,309;28,458;85,75;0;85,75
07/08/2025 18:45;NORD;-14,39;-;-313,61;1.187,18;457,885;0;457,885
07/08/2025 18:45;SUD;108,261;+;313,61;23,367;87,386;0;87,386
07/08/2025 19:00;SUD;255,211;+;414,375;-23,872;78,61;0;78,61
07/08/2025 19:00;NORD;155,845;+;-414,375;1.165,62;77,422;0;77,422
07/08/2025 19:15;SUD;204,602;+;465,218;-31,359;73,396;0;73,396
07/08/2025 19:15;NORD;226,291;+;-465,218;1.169,69;63,489;0;63,489
07/08/2025 19:30;NORD;227,173;+;-451,5;1.039,82;72,424;0;72,424
07/08/2025 19:30;SUD;225,518;+;451,5;-31,069;85,856;0;85,856
07/08/2025 19:45;NORD;128,814;+;-535,219;1.050,53;61,985;0;61,985
07/08/2025 19:45;SUD;219,548;+;535,219;-37,622;86,985;0;86,985
07/08/2025 20:00;SUD;190,129;+;492,891;-65,354;86,864;0;86,864
07/08/2025 20:00;NORD;134,462;+;-492,891;1.124,61;70,559;0;70,559
07/08/2025 20:15;SUD;181,279;+;421,714;-67,436;87,459;0;87,459
07/08/2025 20:15;NORD;142,082;+;-421,714;1.075,47;71,682;0;71,682
07/08/2025 20:30;NORD;129,121;+;-405,369;977,31;79,941;0;79,941
07/08/2025 20:30;SUD;151,781;+;405,369;-67,441;88,091;0;88,091
07/08/2025 20:45;NORD;82,456;+;-403,514;881,633;85,385;0;85,385
07/08/2025 20:45;SUD;175,175;+;403,514;-64,481;77,9;0;77,9
07/08/2025 21:00;SUD;118,662;+;385,719;-21,265;58,687;0;58,687
07/08/2025 21:00;NORD;-1,108;-;-385,719;1.050,42;338,602;0;338,602
07/08/2025 21:15;SUD;206,877;+;336,017;-2,585;57,157;0;57,157
07/08/2025 21:15;NORD;43,857;+;-336,017;1.011,29;76,732;0;76,732
07/08/2025 21:30;NORD;104,79;+;-371,017;996,306;74,302;0;74,302
07/08/2025 21:30;SUD;165,666;+;371,017;-3,448;65,77;0;65,77
07/08/2025 21:45;NORD;146,179;+;-350,161;1.034,13;86,931;0;86,931
07/08/2025 21:45;SUD;205,418;+;350,161;2,384;61,027;0;61,027
07/08/2025 22:00;SUD;111,488;+;386,011;42,305;39,024;0;39,024
07/08/2025 22:00;NORD;163,738;+;-386,011;945,138;86,931;0;86,931
07/08/2025 22:15;NORD;170,197;+;-470,761;1.136,22;87,037;0;87,037
07/08/2025 22:15;SUD;157,367;+;470,761;51,51;58,254;0;58,254
07/08/2025 22:30;SUD;169,075;+;490,354;54,85;59,712;0;59,712
07/08/2025 22:30;NORD;149,728;+;-490,354;1.195,31;87,869;0;87,869
07/08/2025 22:45;NORD;160,148;+;-545,329;1.299,02;89,102;0;89,102
07/08/2025 22:45;SUD;133,762;+;545,329;51,301;64,373;0;64,373
07/08/2025 23:00;SUD;135,296;+;559,252;46,844;66,288;0;66,288
07/08/2025 23:00;NORD;139,592;+;-559,252;1.025,39;89,188;0;89,188
07/08/2025 23:15;NORD;200,28;+;-457,509;1.097,30;74,774;0;74,774
07/08/2025 23:15;SUD;193,974;+;457,509;47,617;80,547;0;80,547
07/08/2025 23:30;NORD;119,158;+;-454,449;1.267,51;64,568;0;64,568
07/08/2025 23:30;SUD;216,636;+;454,449;47,615;80,488;0;80,488
07/08/2025 23:45;SUD;256,969;+;369,861;41,949;78,697;0;78,697
07/08/2025 23:45;NORD;44,068;+;-369,861;1.241,66;60,26;0;60,26
08/08/2025 00:00;SUD;61,977;+;393,614;22,459;82,295;0;82,295
08/08/2025 00:00;NORD;64,993;+;-393,614;1.220,14;71,636;0;71,636
08/08/2025 00:15;SUD;56,442;+;544,261;22,31;80,508;0;80,508
08/08/2025 00:15;NORD;31,04;+;-544,261;1.351,96;82,289;0;82,289
08/08/2025 00:30;NORD;17,377;+;-606,811;1.401,40;85,681;0;85,681
08/08/2025 00:30;SUD;15,562;+;606,811;25,147;84,935;0;84,935
08/08/2025 00:45;NORD;25,484;+;-629,982;1.419,02;85,944;0;85,944
08/08/2025 00:45;SUD;-28,076;-;629,982;27,479;291,736;0;291,736
08/08/2025 01:00;SUD;11,111;+;584,04;39,303;23,709;0;23,709
08/08/2025 01:00;NORD;58,731;+;-584,04;1.342,08;85,951;0;85,951
08/08/2025 01:15;SUD;32,825;+;587,085;39,404;50,081;0;50,081
08/08/2025 01:15;NORD;21,482;+;-587,085;1.382,65;84,284;0;84,284
08/08/2025 01:30;NORD;45,902;+;-597,49;1.424,59;83,961;0;83,961
08/08/2025 01:30;SUD;51,56;+;597,49;40,653;82,438;0;82,438
08/08/2025 01:45;NORD;68,759;+;-636,587;1.455,48;84,822;0;84,822
08/08/2025 01:45;SUD;98,389;+;636,587;44,602;85,006;0;85,006
08/08/2025 02:00;SUD;47,85;+;613,125;61,618;84,971;0;84,971
08/08/2025 02:00;NORD;70,412;+;-613,125;1.381,66;86,066;0;86,066
08/08/2025 02:15;SUD;66,759;+;570,941;63,084;81,158;0;81,158
08/08/2025 02:15;NORD;51,352;+;-570,941;1.378,55;85,18;0;85,18
08/08/2025 02:30;NORD;76,706;+;-541,839;1.360,49;82,188;0;82,188
08/08/2025 02:30;SUD;74,355;+;541,839;63,869;81,109;0;81,109
08/08/2025 02:45;NORD;81,508;+;-537,686;1.337,30;81,699;0;81,699
08/08/2025 02:45;SUD;69,634;+;537,686;64,745;80,539;0;80,539
08/08/2025 03:00;SUD;63,72;+;510,766;72,316;81,183;0;81,183
08/08/2025 03:00;NORD;68,364;+;-510,766;1.349,55;81,247;0;81,247
08/08/2025 03:15;NORD;67,52;+;-483,223;1.323,88;80,356;0;80,356
08/08/2025 03:15;SUD;47,56;+;483,223;73,934;81,234;0;81,234
08/08/2025 03:30;SUD;50,955;+;455,83;74,552;56,877;0;56,877
08/08/2025 03:30;NORD;74,268;+;-455,83;1.290,77;79,285;0;79,285
08/08/2025 03:45;NORD;64,293;+;-477,016;1.298,20;79,159;0;79,159
08/08/2025 03:45;SUD;52,212;+;477,016;74,689;27,201;0;27,201
08/08/2025 04:00;SUD;110,848;+;445,071;70,656;35,855;0;35,855
08/08/2025 04:00;NORD;43,631;+;-445,071;1.289,20;80,104;0;80,104
08/08/2025 04:15;SUD;89,905;+;442,505;70,082;62,068;0;62,068
08/08/2025 04:15;NORD;52,102;+;-442,505;1.314,32;84,911;0;84,911
08/08/2025 04:30;NORD;28,542;+;-439,03;1.323,26;85,285;0;85,285
08/08/2025 04:30;SUD;84,328;+;439,03;69,517;31,338;0;31,338
08/08/2025 04:45;NORD;15,384;+;-465,141;1.324,38;80,626;0;80,626
08/08/2025 04:45;SUD;48,95;+;465,141;70,393;0;0;0
08/08/2025 05:00;SUD;16,226;+;513,054;69,418;45,916;0;45,916
08/08/2025 05:00;NORD;21,095;+;-513,054;1.392,11;72,094;0;72,094
08/08/2025 05:15;SUD;36,67;+;529,833;67,991;70,451;0;70,451
08/08/2025 05:15;NORD;24,515;+;-529,833;1.397,11;66,807;0;66,807
08/08/2025 05:30;NORD;-15,536;-;-539,666;1.462,49;185,443;0;185,443
08/08/2025 05:30;SUD;-21,163;-;539,666;67,041;174,571;0;174,571
08/08/2025 05:45;NORD;-15,739;-;-518,677;1.444,87;184,22;0;184,22
08/08/2025 05:45;SUD;-5,693;-;518,677;66,016;174,446;0;174,446
08/08/2025 06:00;SUD;75,757;+;545,628;65,736;80,277;0;80,277
08/08/2025 06:00;NORD;11,552;+;-545,628;1.354,63;79,613;0;79,613
08/08/2025 06:15;SUD;110,447;+;545,528;64,624;80,587;0;80,587
08/08/2025 06:15;NORD;8,849;+;-545,528;1.416,03;80,194;0;80,194
08/08/2025 06:30;NORD;-23,316;-;-526,672;1.451,09;110,125;9,875;120
08/08/2025 06:30;SUD;113,991;+;526,672;61,426;72,462;0;72,462
08/08/2025 06:45;NORD;11,449;+;-512,087;1.467,06;84,687;0;84,687
08/08/2025 06:45;SUD;93,177;+;512,087;59,876;62,526;0;62,526
08/08/2025 07:00;SUD;60,237;+;501,943;48,167;100,153;0;100,153
08/08/2025 07:00;NORD;-77,464;-;-501,943;1.464,53;354,047;0;354,047
08/08/2025 07:15;SUD;41,852;+;460,65;45,781;102,607;0;102,607
08/08/2025 07:15;NORD;-54,376;-;-460,65;1.444,45;354,033;0;354,033
08/08/2025 07:30;NORD;-15,675;-;-399,289;1.424,57;109,712;5,288;115
08/08/2025 07:30;SUD;65,646;+;399,289;44,071;96,294;0;96,294
08/08/2025 07:45;NORD;10,724;+;-399,909;1.447,89;81,455;0;81,455
08/08/2025 07:45;SUD;62,931;+;399,909;37,65;93,77;0;93,77
08/08/2025 08:00;SUD;4,376;+;444,17;-1,454;73,793;0;73,793
08/08/2025 08:00;NORD;-77,043;-;-444,17;1.432,78;198,44;0;198,44
08/08/2025 08:15;SUD;12,307;+;377,67;-7,117;76,297;0;76,297
08/08/2025 08:15;NORD;-7,485;-;-377,67;1.381,59;178,519;0;178,519
08/08/2025 08:30;NORD;75,165;+;-258,959;1.318,62;53,769;0;53,769
08/08/2025 08:30;SUD;102,369;+;258,959;-7,542;77,268;0;77,268
08/08/2025 08:45;NORD;86,376;+;-220,078;1.333,37;57,295;0;57,295
08/08/2025 08:45;SUD;155,73;+;220,078;-8,446;78,582;0;78,582
08/08/2025 09:00;SUD;21,424;+;264,291;-22,594;26,272;0;26,272
08/08/2025 09:00;NORD;49,509;+;-264,291;1.480,50;49,465;0;49,465
08/08/2025 09:15;SUD;0,648;+;332,837;-25,84;44,109;0;44,109
08/08/2025 09:15;NORD;66,668;+;-332,837;1.489,99;72,247;0;72,247
08/08/2025 09:30;NORD;127,228;+;-269,053;1.427,99;79,884;0;79,884
08/08/2025 09:30;SUD;80,77;+;269,053;-23,04;49,525;0;49,525
08/08/2025 09:45;NORD;178,096;+;-244,041;1.426,96;65,6;0;65,6
08/08/2025 09:45;SUD;131,291;+;244,041;-24,155;40,499;0;40,499
08/08/2025 10:00;SUD;8,957;+;300,384;-48,706;44,953;0;44,953
08/08/2025 10:00;NORD;45,266;+;-300,384;1.508,74;57,028;0;57,028
08/08/2025 10:15;SUD;-27,097;-;309,212;-49,155;236,346;0;236,346
08/08/2025 10:15;NORD;37,884;+;-309,212;1.481,38;46,106;0;46,106
08/08/2025 10:30;NORD;140,492;+;-244,399;1.463,13;27,934;0;27,934
08/08/2025 10:30;SUD;43,317;+;244,399;-47,124;25,419;0;25,419
08/08/2025 10:45;NORD;146,535;+;-231,595;1.450,03;26,933;0;26,933
08/08/2025 10:45;SUD;53,564;+;231,595;-46,727;0,669;0;0,669
08/08/2025 11:00;SUD;-5,785;-;237,03;-65,204;232,733;0;232,733
08/08/2025 11:00;NORD;45,966;+;-237,03;1.400,65;10,476;0;10,476
08/08/2025 11:15;NORD;82,413;+;-202,567;1.329,06;14,784;0;14,784
08/08/2025 11:15;SUD;19,835;+;202,567;-68,414;0,989;0;0,989
08/08/2025 11:30;NORD;177,58;+;-160,771;1.238,92;13,202;0;13,202
08/08/2025 11:30;SUD;-5,695;-;160,771;-69,168;231,341;0;231,341
08/08/2025 11:45;NORD;228,337;+;-189,876;1.221,16;10,258;0;10,258
08/08/2025 11:45;SUD;95,249;+;189,876;-69,292;1,064;0;1,064
08/08/2025 12:00;NORD;115,395;+;-225,089;1.161,54;3,075;0;3,075
08/08/2025 12:00;SUD;222,307;+;225,089;-75,712;2,065;0;2,065
08/08/2025 12:15;NORD;159,475;+;-277,751;1.253,42;9,811;0;9,811
08/08/2025 12:15;SUD;166,45;+;277,751;-83,899;2,54;0;2,54
08/08/2025 12:30;SUD;164,126;+;319,604;-91,679;17,027;0;17,027
08/08/2025 12:30;NORD;209,195;+;-319,604;1.385,23;6,738;0;6,738
08/08/2025 12:45;SUD;186,729;+;299,336;-94,54;18,875;0;18,875
08/08/2025 12:45;NORD;239,735;+;-299,336;1.322,97;5,373;0;5,373
08/08/2025 13:00;NORD;238,814;+;-266,791;1.263,34;0,897;0;0,897
08/08/2025 13:00;SUD;194,843;+;266,791;-96,225;21,923;0;21,923
08/08/2025 13:15;NORD;263,038;+;-251,758;1.271,66;2,091;0;2,091
08/08/2025 13:15;SUD;181,418;+;251,758;-95,261;23,777;0;23,777
08/08/2025 13:30;SUD;197,529;+;258,213;-96,127;22,958;0;22,958
08/08/2025 13:30;NORD;247,067;+;-258,213;1.340,77;2,78;0;2,78
08/08/2025 13:45;SUD;236,247;+;288,556;-96,729;14,516;0;14,516
08/08/2025 13:45;NORD;263,115;+;-288,556;1.365,59;7,037;0;7,037
08/08/2025 14:00;NORD;259,653;+;-337,467;1.410,60;7,167;0;7,167
08/08/2025 14:00;SUD;232,274;+;337,467;-96,99;13,039;0;13,039
08/08/2025 14:15;NORD;263,356;+;-355,111;1.417,06;5,997;0;5,997
08/08/2025 14:15;SUD;208,724;+;355,111;-97,112;12,358;0;12,358
08/08/2025 14:30;SUD;193,79;+;372,581;-98,216;11,809;0;11,809
08/08/2025 14:30;NORD;251,496;+;-372,581;1.382,93;2,672;0;2,672
08/08/2025 14:45;SUD;206,389;+;386,95;-98,898;10,908;0;10,908
08/08/2025 14:45;NORD;229,255;+;-386,95;1.338,63;5,043;0;5,043
08/08/2025 15:00;NORD;330,602;+;-397,669;1.450,10;4,636;0;4,636
08/08/2025 15:00;SUD;163,132;+;397,669;-102,53;7,849;0;7,849
08/08/2025 15:15;NORD;256,834;+;-351,613;1.399,36;5,238;0;5,238
08/08/2025 15:15;SUD;162,409;+;351,613;-102,374;10,632;0;10,632
08/08/2025 15:30;SUD;102,697;+;381,198;-104,725;12,485;0;12,485
08/08/2025 15:30;NORD;211,058;+;-381,198;1.417,59;5,704;0;5,704
08/08/2025 15:45;SUD;65,61;+;362,171;-101,965;16,563;0;16,563
08/08/2025 15:45;NORD;171,055;+;-362,171;1.323,65;10,603;0;10,603
08/08/2025 16:00;NORD;183,883;+;-374,702;1.378,57;28,091;0;28,091
08/08/2025 16:00;SUD;222,559;+;374,702;-87,974;31,003;0;31,003
08/08/2025 16:15;NORD;152,923;+;-428,768;1.406,57;39,16;0;39,16
08/08/2025 16:15;SUD;174,096;+;428,768;-82,43;33,45;0;33,45
08/08/2025 16:30;SUD;99,37;+;465,661;-82,127;53,947;0;53,947
08/08/2025 16:30;NORD;98,421;+;-465,661;1.415,54;58,145;0;58,145
08/08/2025 16:45;SUD;74,127;+;481,632;-76,311;51,213;0;51,213
08/08/2025 16:45;NORD;41,075;+;-481,632;1.369,43;64,821;0;64,821
08/08/2025 17:00;NORD;299,178;+;-342,347;1.312,60;45,727;0;45,727
08/08/2025 17:00;SUD;206,277;+;342,347;-25,882;43,096;0;43,096
08/08/2025 17:15;NORD;217,655;+;-298,176;1.250,00;32,645;0;32,645
08/08/2025 17:15;SUD;209,91;+;298,176;-10,576;46,849;0;46,849
08/08/2025 17:30;SUD;202,284;+;296,228;-4,049;51,472;0;51,472
08/08/2025 17:30;NORD;189,229;+;-296,228;1.264,90;36,42;0;36,42
08/08/2025 17:45;SUD;134,214;+;335,755;-20,764;40,787;0;40,787
08/08/2025 17:45;NORD;170,093;+;-335,755;1.356,39;36,623;0;36,623
08/08/2025 18:00;NORD;304,367;+;-558,21;1.257,63;76,558;0;76,558
08/08/2025 18:00;SUD;153,666;+;558,21;-84,433;66,55;0;66,55
08/08/2025 18:15;NORD;248,868;+;-590,921;1.278,30;84,711;0;84,711
08/08/2025 18:15;SUD;123,324;+;590,921;-98,951;65,334;0;65,334
08/08/2025 18:30;SUD;70,406;+;754,056;-93,09;65,601;0;65,601
08/08/2025 18:30;NORD;248,688;+;-754,056;1.368,60;85,041;0;85,041
08/08/2025 18:45;SUD;62,665;+;710,019;-99,276;62,652;0;62,652
08/08/2025 18:45;NORD;165,406;+;-710,019;1.257,73;84,811;0;84,811
08/08/2025 19:00;NORD;334,533;+;-624,374;1.122,59;77,115;0;77,115
08/08/2025 19:00;SUD;92,744;+;624,374;-131,114;67,781;0;67,781
08/08/2025 19:15;SUD;43,935;+;646,558;-138,004;81,085;0;81,085
08/08/2025 19:15;NORD;305,31;+;-646,558;1.270,92;82,636;0;82,636
08/08/2025 19:30;NORD;301,203;+;-710,013;1.244,04;83,332;0;83,332
08/08/2025 19:30;SUD;70,756;+;710,013;-135,673;60,612;0;60,612
08/08/2025 19:45;NORD;238,003;+;-744,445;1.131,82;83,726;0;83,726
08/08/2025 19:45;SUD;13,165;+;744,445;-136,699;17,725;0;17,725
08/08/2025 20:00;NORD;255,519;+;-785,901;1.206,93;83,284;0;83,284
08/08/2025 20:00;SUD;38,927;+;785,901;-137,317;0,34;0;0,34
08/08/2025 20:15;NORD;284,019;+;-823,125;1.270,15;82,953;0;82,953
08/08/2025 20:15;SUD;-29,282;-;823,125;-136,509;236;0;236
08/08/2025 20:30;SUD;-81,164;-;785,001;-136,273;239,814;0;239,814
08/08/2025 20:30;NORD;258,226;+;-785,001;1.207,70;83,287;0;83,287
08/08/2025 20:45;SUD;-31,711;-;736,389;-134,928;236,452;0;236,452
08/08/2025 20:45;NORD;281,556;+;-736,389;1.133,38;83,473;0;83,473
08/08/2025 21:00;NORD;215,06;+;-673,057;1.039,52;83,825;0;83,825
08/08/2025 21:00;SUD;29,586;+;673,057;-130,419;145,355;-8,585;136,77
08/08/2025 21:15;NORD;297,358;+;-657,554;995,141;83,975;0;83,975
08/08/2025 21:15;SUD;88,23;+;657,554;-129,125;145,29;-8,52;136,77
08/08/2025 21:30;SUD;163,32;+;587,182;-127,702;144,094;-7,324;136,77
08/08/2025 21:30;NORD;262,413;+;-587,182;1.045,22;83,837;0;83,837
08/08/2025 21:45;SUD;180,13;+;589,742;-103,007;107,823;0;107,823
08/08/2025 21:45;NORD;255,288;+;-589,742;1.146,04;83,816;0;83,816
08/08/2025 22:00;NORD;174,981;+;-717,842;1.161,99;82,978;0;82,978
08/08/2025 22:00;SUD;69,151;+;717,842;13,975;98,756;0;98,756
08/08/2025 22:15;NORD;197,737;+;-680,737;1.193,35;82,04;0;82,04
08/08/2025 22:15;SUD;52,208;+;680,737;47,879;92,308;0;92,308
08/08/2025 22:30;SUD;76,014;+;665,111;51,649;88,345;0;88,345
08/08/2025 22:30;NORD;162,362;+;-665,111;1.213,01;81,897;0;81,897
08/08/2025 22:45;SUD;139,361;+;657,926;50,829;86,013;0;86,013
08/08/2025 22:45;NORD;222,706;+;-657,926;1.191,88;82,713;0;82,713
08/08/2025 23:00;NORD;222,253;+;-631,978;1.094,75;83,43;0;83,43
08/08/2025 23:00;SUD;18,536;+;631,978;50,803;86,519;0;86,519
08/08/2025 23:15;NORD;214,226;+;-631,216;1.100,28;83,654;0;83,654
08/08/2025 23:15;SUD;65,693;+;631,216;48,238;87,395;0;87,395
08/08/2025 23:30;SUD;77,166;+;642,678;54,926;86,903;0;86,903
08/08/2025 23:30;NORD;198,493;+;-642,678;1.118,87;83,631;0;83,631
08/08/2025 23:45;SUD;43,824;+;659,974;48,422;86,998;0;86,998
08/08/2025 23:45;NORD;250,413;+;-659,974;1.121,11;83,727;0;83,727
09/08/2025 00:00;NORD;278,183;+;-677,285;1.171,51;80,686;0;80,686
09/08/2025 00:00;SUD;92,7;+;677,285;29,452;88,408;0;88,408
09/08/2025 00:15;NORD;242,071;+;-678,457;1.176,20;79,409;0;79,409
09/08/2025 00:15;SUD;96,348;+;678,457;25,814;87,86;0;87,86
09/08/2025 00:30;SUD;49,179;+;768,778;25,676;88,688;0;88,688
09/08/2025 00:30;NORD;225,434;+;-768,778;1.209,21;82,423;0;82,423
09/08/2025 00:45;SUD;24,184;+;785,033;58,547;88,613;0;88,613
09/08/2025 00:45;NORD;226,081;+;-785,033;1.177,27;85,482;0;85,482
09/08/2025 01:00;NORD;199,676;+;-615,441;1.068,42;77,634;0;77,634
09/08/2025 01:00;SUD;24,208;+;615,441;106,441;83,033;0;83,033
09/08/2025 01:15;NORD;219,164;+;-589,467;1.097,53;79,773;0;79,773
09/08/2025 01:15;SUD;45,216;+;589,467;109,27;77,618;0;77,618
09/08/2025 01:30;SUD;68,08;+;580,727;110,957;75,85;0;75,85
09/08/2025 01:30;NORD;238,426;+;-580,727;1.059,66;81,202;0;81,202
09/08/2025 01:45;SUD;49,339;+;561,014;107,923;76,01;0;76,01
09/08/2025 01:45;NORD;248,495;+;-561,014;1.090,87;79,869;0;79,869
09/08/2025 02:00;NORD;225,336;+;-532,976;1.056,57;81,065;0;81,065
09/08/2025 02:00;SUD;75,836;+;532,976;109,11;72,968;0;72,968
09/08/2025 02:15;NORD;220,825;+;-557,116;1.088,57;79,975;0;79,975
09/08/2025 02:15;SUD;58,064;+;557,116;111,606;87,801;0;87,801
09/08/2025 02:30;SUD;91,428;+;599,399;111,403;96,522;0;96,522
09/08/2025 02:30;NORD;172,512;+;-599,399;1.156,38;79,238;0;79,238
09/08/2025 02:45;SUD;97,06;+;607,122;112,337;94,747;0;94,747
09/08/2025 02:45;NORD;202,818;+;-607,122;1.092,44;79,446;0;79,446
09/08/2025 03:00;NORD;256,742;+;-620,046;1.119,60;76,369;0;76,369
09/08/2025 03:00;SUD;125,372;+;620,046;114,506;94,752;0;94,752
09/08/2025 03:15;NORD;250,972;+;-604,17;1.147,49;66,865;0;66,865
09/08/2025 03:15;SUD;135,308;+;604,17;116,065;94,804;0;94,804
09/08/2025 03:30;SUD;148,192;+;595,169;117,153;94,798;0;94,798
09/08/2025 03:30;NORD;263,731;+;-595,169;1.195,11;68,055;0;68,055
09/08/2025 03:45;SUD;167,204;+;557,533;117,929;99,307;0;99,307
09/08/2025 03:45;NORD;253,388;+;-557,533;1.180,53;67,339;0;67,339
09/08/2025 04:00;NORD;214,452;+;-664,463;1.221,12;77,756;0;77,756
09/08/2025 04:00;SUD;130,235;+;664,463;118,956;90,465;0;90,465
09/08/2025 04:15;NORD;209,721;+;-695,468;1.202,64;76,816;0;76,816
09/08/2025 04:15;SUD;122,259;+;695,468;119,384;89,481;0;89,481
09/08/2025 04:30;SUD;138,61;+;592,896;119,061;97,878;0;97,878
09/08/2025 04:30;NORD;260,474;+;-592,896;1.175,27;50,977;0;50,977
09/08/2025 04:45;SUD;130,982;+;576,364;119,391;101,757;0;101,757
09/08/2025 04:45;NORD;246,303;+;-576,364;1.179,58;51,02;0;51,02
09/08/2025 05:00;NORD;260,684;+;-618,892;1.211,61;51,135;0;51,135
09/08/2025 05:00;SUD;96,441;+;618,892;117,706;101,773;0;101,773
09/08/2025 05:15;NORD;239,369;+;-625,753;1.232,05;50,966;0;50,966
09/08/2025 05:15;SUD;79,531;+;625,753;117,559;100,985;0;100,985
09/08/2025 05:30;NORD;246,374;+;-624,165;1.236,79;50,783;0;50,783
09/08/2025 05:30;SUD;68,451;+;624,165;117,236;104,096;0;104,096
09/08/2025 05:45;SUD;83,643;+;600,017;110,516;125,211;-15,211;110
09/08/2025 05:45;NORD;178,547;+;-600,017;1.248,74;72,369;0;72,369
09/08/2025 06:00;SUD;108,48;+;599,73;71,599;125,211;-12,831;112,38
09/08/2025 06:00;NORD;210,966;+;-599,73;1.244,95;76,723;0;76,723
09/08/2025 06:15;SUD;125,836;+;582,103;65,491;117,25;-4,87;112,38
09/08/2025 06:15;NORD;205,787;+;-582,103;1.198,08;75,005;0;75,005
