Data Riferimento;Macrozona;Sbil aggregato zonale [MWh];Segno aggregato zonale;Scambi [MWh];Estero [MWh];Prezzo base;Componente incentivante;Prezzo di sbilanciamento
01/07/2025 11:15;NORD;119,471;+;-35,496;1.404,14;6,179;0;6,179
01/07/2025 11:30;SUD;63,479;+;5,247;89,904;69,6;0;69,6
01/07/2025 11:30;NORD;142,508;+;-5,247;1.406,99;46,231;0;46,231
01/07/2025 11:45;NORD;205,561;+;-7,734;1.355,02;52,726;0;52,726
01/07/2025 11:45;SUD;45,735;+;7,734;86,598;68,693;0;68,693
01/07/2025 12:00;SUD;107,886;+;11,194;68,935;68,364;0;68,364
01/07/2025 12:00;NORD;152,576;+;-11,194;1.213,00;52,941;0;52,941
01/07/2025 12:15;SUD;107,95;+;41,163;66,264;68,587;0;68,587
01/07/2025 12:15;NORD;195,813;+;-41,163;1.176,43;55,201;0;55,201
01/07/2025 12:30;NORD;197,922;+;-86,596;1.191,71;50,063;0;50,063
01/07/2025 12:30;SUD;70,642;+;86,596;66,967;72,224;0;72,224
01/07/2025 12:45;NORD;264,792;+;-130,62;1.151,32;29,047;0;29,047
01/07/2025 12:45;SUD;64,777;+;130,62;66,673;61,184;0;61,184
01/07/2025 13:00;SUD;91,443;+;51,632;54,209;50,792;0;50,792
01/07/2025 13:00;NORD;208,659;+;-51,632;1.097,34;12,46;0;12,46
01/07/2025 13:15;SUD;80,645;+;95,608;54,19;49,745;0;49,745
01/07/2025 13:15;NORD;219,736;+;-95,608;1.180,84;8,939;0;8,939
01/07/2025 13:30;NORD;221,156;+;-103,597;1.230,85;6,725;0;6,725
01/07/2025 13:30;SUD;67,292;+;103,597;53,394;46,772;0;46,772
01/07/2025 13:45;NORD;201,093;+;-125,415;1.258,39;6;0;6
01/07/2025 13:45;SUD;-24,667;-;125,415;52,436;205,394;0;205,394
01/07/2025 14:00;SUD;-65,563;-;120,072;50,729;202,189;0;202,189
01/07/2025 14:00;NORD;223,28;+;-120,072;1.204,38;6;0;6
01/07/2025 14:15;SUD;-146,848;-;120,509;48,778;209,267;0;209,267
01/07/2025 14:15;NORD;191,007;+;-120,509;1.200,30;6;0;6
01/07/2025 14:30;NORD;274,006;+;-107,559;1.014,14;20,028;0;20,028
01/07/2025 14:30;SUD;-159,093;-;107,559;48,249;209,624;0;209,624
01/07/2025 14:45;NORD;280,329;+;-148,442;1.054,20;39,48;0;39,48
01/07/2025 14:45;SUD;-171,316;-;148,442;49,774;171,865;0;171,865
01/07/2025 15:00;SUD;-57,33;-;162,395;37,082;173,32;0;173,32
01/07/2025 15:00;NORD;264,174;+;-162,395;1.304,72;49,742;0;49,742
01/07/2025 15:15;SUD;-89,914;-;186,315;37,879;188,215;0;188,215
01/07/2025 15:15;NORD;248,133;+;-186,315;1.399,25;54,982;0;54,982
01/07/2025 15:30;NORD;239,17;+;-174,048;1.366,91;55,532;0;55,532
01/07/2025 15:30;SUD;-32,718;-;174,048;36,145;186,589;0;186,589
01/07/2025 15:45;NORD;184,216;+;-207,409;1.562,17;37,005;0;37,005
01/07/2025 15:45;SUD;-36,647;-;207,409;34,014;198,379;0;198,379
01/07/2025 16:00;SUD;-42,455;-;148,751;26,459;201,565;0;201,565
01/07/2025 16:00;NORD;105,643;+;-148,751;1.548,92;27,517;0;27,517
01/07/2025 16:15;SUD;29,885;+;148,19;33,59;86,108;0;86,108
01/07/2025 16:15;NORD;73,269;+;-148,19;1.537,75;35,566;0;35,566
01/07/2025 16:30;NORD;-25,041;-;-187,496;1.574,14;306,986;0;306,986
01/07/2025 16:30;SUD;66,032;+;187,496;29,822;66,213;0;66,213
01/07/2025 16:45;NORD;-40,117;-;-246,462;1.525,50;336,78;0;336,78
01/07/2025 16:45;SUD;-5,752;-;246,462;33,46;186,603;0;186,603
01/07/2025 17:00;SUD;-95,456;-;234,209;26,384;174,008;0;174,008
01/07/2025 17:00;NORD;-122,977;-;-234,209;1.549,16;179,919;0;179,919
01/07/2025 17:15;SUD;73,03;+;222,666;23,152;77,077;0;77,077
01/07/2025 17:15;NORD;-95,356;-;-222,666;1.449,12;180;0;180
01/07/2025 17:30;NORD;-41,335;-;-186,069;1.397,12;180;0;180
01/07/2025 17:30;SUD;102,921;+;186,069;28,064;55,872;0;55,872
01/07/2025 17:45;NORD;-162,758;-;-65,761;1.075,39;326,254;0;326,254
01/07/2025 17:45;SUD;-21,818;-;65,761;33,91;238,386;0;238,386
01/07/2025 18:00;SUD;50,744;+;157,356;-260,143;45,696;0;45,696
01/07/2025 18:00;NORD;-117,504;-;-157,356;1.097,83;328,358;0;328,358
01/07/2025 18:15;SUD;43,029;+;348,379;-292,892;59,002;0;59,002
01/07/2025 18:15;NORD;-84,013;-;-348,379;1.180,86;138,838;11,162;150
01/07/2025 18:30;NORD;-124,142;-;-392,82;1.073,67;139,466;10,534;150
01/07/2025 18:30;SUD;-76,975;-;392,82;-292,494;241,041;0;241,041
01/07/2025 18:45;NORD;-389,158;-;-411,199;855,234;230,94;0;230,94
01/07/2025 18:45;SUD;-371,389;-;411,199;-294,798;242,314;0;242,314
01/07/2025 19:00;NORD;-327,269;-;-247,209;226,39;232,256;0;232,256
01/07/2025 19:00;SUD;-151,945;-;247,209;-333,545;235,195;0;235,195
01/07/2025 19:15;SUD;-368,664;-;247,876;-335,668;234,79;0;234,79
01/07/2025 19:15;NORD;-335,281;-;-247,876;1,801;230,68;0;230,68
01/07/2025 19:30;SUD;-468,616;-;335,089;-335,526;233,58;0;233,58
01/07/2025 19:30;NORD;-408,824;-;-335,089;-135,206;229,268;0;229,268
01/07/2025 19:45;NORD;-442,061;-;-358,754;-159,783;229,198;0;229,198
01/07/2025 19:45;SUD;-497,414;-;358,754;-335,327;233,63;0;233,63
01/07/2025 20:00;SUD;-486,469;-;271,94;-333,645;235,858;0;235,858
01/07/2025 20:00;NORD;-325,018;-;-271,94;-381,194;229,175;5,825;235
01/07/2025 20:15;SUD;-450,777;-;284,537;-332,988;237,086;0;237,086
01/07/2025 20:15;NORD;-359,291;-;-284,537;-365,324;229,175;5,825;235
01/07/2025 20:30;NORD;-323,418;-;-279,457;-386,497;228,423;6,577;235
01/07/2025 20:30;SUD;-484,009;-;279,457;-333,464;237,073;0;237,073
01/07/2025 20:45;NORD;-231,247;-;-313,125;-373,733;227,782;7,218;235
01/07/2025 20:45;SUD;-483,037;-;313,125;-332,703;237,051;0;237,051
01/07/2025 21:00;SUD;-419,652;-;397,998;-312,663;238,276;0;238,276
01/07/2025 21:00;NORD;-164,391;-;-397,998;-96,7;223,662;0;223,662
01/07/2025 21:15;SUD;-328,406;-;536,512;-312,361;238,322;0;238,322
01/07/2025 21:15;NORD;-249,79;-;-536,512;104,853;225,122;0;225,122
01/07/2025 21:30;NORD;-209,013;-;-548,963;66,281;231,59;0;231,59
01/07/2025 21:30;SUD;-317,32;-;548,963;-311,068;239,391;0;239,391
01/07/2025 21:45;NORD;-112,275;-;-589,95;26,783;235,521;0;235,521
01/07/2025 21:45;SUD;-220,963;-;589,95;-307,392;239,656;0;239,656
01/07/2025 22:00;SUD;-269,773;-;744,775;-312,977;236,699;0;236,699
01/07/2025 22:00;NORD;-28,397;-;-744,775;304,412;289,225;0;289,225
01/07/2025 22:15;SUD;-244,155;-;836,422;-309,217;224,803;0;224,803
01/07/2025 22:15;NORD;-89,319;-;-836,422;334,064;207,201;0;207,201
01/07/2025 22:30;NORD;-98,94;-;-799,477;400,731;186,469;12,831;199,3
01/07/2025 22:30;SUD;-172,498;-;799,477;-305,149;224,726;0;224,726
01/07/2025 22:45;NORD;-9,887;-;-809,295;487,689;170,203;29,097;199,3
01/07/2025 22:45;SUD;-64,794;-;809,295;-298,294;228,861;0;228,861
01/07/2025 23:00;SUD;-155,745;-;725,951;-224,655;219,894;0;219,894
01/07/2025 23:00;NORD;79,571;+;-725,951;735,742;63,855;0;63,855
01/07/2025 23:15;SUD;-115,95;-;765,135;-207,848;216,562;0;216,562
01/07/2025 23:15;NORD;-10,246;-;-765,135;946,337;240,93;0;240,93
01/07/2025 23:30;NORD;-25,751;-;-661,719;762,378;241;0;241
01/07/2025 23:30;SUD;-29,078;-;661,719;-212,275;221,945;0;221,945
01/07/2025 23:45;NORD;124,233;+;-634,783;819,883;78,036;0;78,036
01/07/2025 23:45;SUD;19,446;+;634,783;-207,613;87,883;0;87,883
02/07/2025 00:00;NORD;126,614;+;-599,019;1.156,66;51,73;0;51,73
02/07/2025 00:00;SUD;-67,479;-;599,019;64,886;242,53;0;242,53
02/07/2025 00:15;NORD;-66,239;-;-654,837;1.518,38;275,693;0;275,693
02/07/2025 00:15;SUD;-30,773;-;654,837;83,862;244,782;0;244,782
02/07/2025 00:30;NORD;-28,399;-;-746,242;1.515,90;237,351;0;237,351
02/07/2025 00:30;SUD;-65,585;-;746,242;84,534;242,124;0;242,124
02/07/2025 00:45;SUD;-35,948;-;737,416;89,148;224,553;0;224,553
02/07/2025 00:45;NORD;-62,525;-;-737,416;1.622,81;202,689;0;202,689
02/07/2025 01:00;SUD;-48,901;-;760,711;145,211;188,45;0;188,45
02/07/2025 01:00;NORD;-69,005;-;-760,711;1.594,83;192,748;0;192,748
02/07/2025 01:15;NORD;-45,695;-;-776,79;1.600,66;175,933;0;175,933
02/07/2025 01:15;SUD;-70,012;-;776,79;151,395;168,015;0;168,015
02/07/2025 01:30;NORD;-43,03;-;-761,531;1.632,78;175,5;0;175,5
02/07/2025 01:30;SUD;-53,065;-;761,531;148,235;168,016;0;168,016
02/07/2025 01:45;NORD;-59,008;-;-738,82;1.647,65;177,115;0;177,115
02/07/2025 01:45;SUD;-40,226;-;738,82;141,999;168,015;0;168,015
02/07/2025 02:00;NORD;-32,662;-;-755,208;1.534,02;171,349;0;171,349
02/07/2025 02:00;SUD;-39,137;-;755,208;140,927;171,501;0;171,501
02/07/2025 02:15;NORD;33,786;+;-774,414;1.590,00;87,148;0;87,148
02/07/2025 02:15;SUD;-42,173;-;774,414;132,293;176,542;0;176,542
02/07/2025 02:30;NORD;6,928;+;-756,096;1.621,91;87,053;0;87,053
02/07/2025 02:30;SUD;-39,174;-;756,096;133,501;173,788;0;173,788
02/07/2025 02:45;NORD;-36,986;-;-739,506;1.665,66;172,154;0;172,154
02/07/2025 02:45;SUD;-24,214;-;739,506;134,589;174,981;0;174,981
02/07/2025 03:00;NORD;-158,562;-;-731,846;2.001,04;175,283;0;175,283
02/07/2025 03:00;SUD;-92,758;-;731,846;137,326;176,664;0;176,664
02/07/2025 03:15;NORD;-146,15;-;-693,477;1.905,40;172,624;0;172,624
02/07/2025 03:15;SUD;-121,623;-;693,477;139,375;178,31;0;178,31
02/07/2025 03:30;NORD;-110,562;-;-690,729;1.944,45;164,151;0;164,151
02/07/2025 03:30;SUD;-119,443;-;690,729;141,1;174,847;0;174,847
02/07/2025 03:45;SUD;-104,289;-;664,76;142,054;177,119;0;177,119
02/07/2025 03:45;NORD;-117,731;-;-664,76;1.965,35;167,412;0;167,412
02/07/2025 04:00;NORD;-156,426;-;-654,674;1.956,13;163,115;0;163,115
02/07/2025 04:00;SUD;-118,729;-;654,674;142,376;176,712;0;176,712
02/07/2025 04:15;SUD;-101,418;-;662,028;142,363;174,525;0;174,525
02/07/2025 04:15;NORD;-127,551;-;-662,028;1.937,90;161,112;0;161,112
02/07/2025 04:30;NORD;-117,337;-;-673,832;1.961,83;162,32;0;162,32
02/07/2025 04:30;SUD;-70,058;-;673,832;142,422;179,832;0;179,832
02/07/2025 04:45;SUD;-41,861;-;672,44;141,508;197,414;0;197,414
02/07/2025 04:45;NORD;-106,802;-;-672,44;1.958,26;169,447;0;169,447
02/07/2025 05:00;SUD;-69,67;-;734,365;137,227;194,195;0;194,195
02/07/2025 05:00;NORD;-95,296;-;-734,365;1.883,25;168,228;0;168,228
02/07/2025 05:15;NORD;-116,117;-;-725,628;1.881,01;166,593;0;166,593
02/07/2025 05:15;SUD;-77,451;-;725,628;136,946;192,342;0;192,342
02/07/2025 05:30;SUD;-55,42;-;753,215;135,792;202,304;0;202,304
02/07/2025 05:30;NORD;-93,985;-;-753,215;1.859,64;178,266;0;178,266
02/07/2025 05:45;SUD;12,137;+;707,428;131,493;82,514;0;82,514
02/07/2025 05:45;NORD;-41,934;-;-707,428;1.724,45;174,215;0;174,215
02/07/2025 06:00;SUD;-20,541;-;567,351;82,704;208,722;0;208,722
02/07/2025 06:00;NORD;-113,648;-;-567,351;1.414,01;156,94;0;156,94
02/07/2025 06:15;NORD;-17,896;-;-482,216;1.335,77;156,419;0;156,419
02/07/2025 06:15;SUD;-44,32;-;482,216;77,476;199,447;0;199,447
02/07/2025 06:30;NORD;34,678;+;-418,94;1.334,38;89,576;0;89,576
02/07/2025 06:30;SUD;-87,548;-;418,94;76,061;168,667;0;168,667
02/07/2025 06:45;NORD;-12,306;-;-366,341;1.388,86;155;0;155
02/07/2025 06:45;SUD;-26,164;-;366,341;81,938;174,741;0;174,741
02/07/2025 07:00;NORD;-79,441;-;-293,725;1.147,87;204,096;0;204,096
02/07/2025 07:00;SUD;-117,358;-;293,725;109,764;245,83;0;245,83
02/07/2025 07:15;NORD;-50,652;-;-203,275;1.090,82;283,115;0;283,115
02/07/2025 07:15;SUD;-129,076;-;203,275;111,397;222,735;0;222,735
02/07/2025 07:30;NORD;126,25;+;-167,579;1.026,55;73,194;0;73,194
02/07/2025 07:30;SUD;-128,956;-;167,579;114,724;194,738;0;194,738
02/07/2025 07:45;SUD;-136,185;-;120,715;123,405;175,144;0;175,144
02/07/2025 07:45;NORD;124,461;+;-120,715;1.043,77;65,873;0;65,873
02/07/2025 08:00;NORD;94,962;+;-128,292;1.120,30;78,544;0;78,544
02/07/2025 08:00;SUD;-86,428;-;128,292;103,662;171,237;0;171,237
02/07/2025 08:15;NORD;66,198;+;-106,379;1.146,55;125,405;-0,535;124,87
02/07/2025 08:15;SUD;-124,155;-;106,379;100,023;167,76;0;167,76
02/07/2025 08:30;SUD;-113,243;-;75,901;100,959;164,493;0;164,493
02/07/2025 08:30;NORD;98,755;+;-75,901;1.085,07;125,405;-0,535;124,87
02/07/2025 08:45;SUD;-92,779;-;68,117;95,732;169,472;0;169,472
02/07/2025 08:45;NORD;98,604;+;-68,117;1.045,07;92,342;0;92,342
02/07/2025 09:00;NORD;123,567;+;-104,09;1.078,70;91,219;0;91,219
02/07/2025 09:00;SUD;-118,094;-;104,09;80,827;165,629;0;165,629
02/07/2025 09:15;NORD;61,923;+;-65,089;1.094,69;125,509;-5,549;119,96
02/07/2025 09:15;SUD;-122,79;-;65,089;77,316;164,568;0;164,568
02/07/2025 09:30;SUD;-109,712;-;71,297;72,537;191,852;0;191,852
02/07/2025 09:30;NORD;94,76;+;-71,297;1.076,74;92,197;0;92,197
02/07/2025 09:45;SUD;-86,223;-;63,703;72,924;173,936;0;173,936
02/07/2025 09:45;NORD;58,93;+;-63,703;1.090,78;90,72;0;90,72
02/07/2025 10:00;NORD;58,186;+;-66,274;1.095,39;91,104;0;91,104
02/07/2025 10:00;SUD;-42,418;-;66,274;59,522;175,801;0;175,801
02/07/2025 10:15;NORD;17,066;+;-56,376;1.113,50;125,591;-10,591;115
02/07/2025 10:15;SUD;-77,446;-;56,376;61,332;175,855;0;175,855
02/07/2025 10:30;SUD;-89,012;-;90,73;62,052;186,448;0;186,448
02/07/2025 10:30;NORD;71,243;+;-90,73;1.127,30;6;0;6
02/07/2025 10:45;SUD;-80,132;-;79,377;57,064;230,237;0;230,237
02/07/2025 10:45;NORD;32,37;+;-79,377;1.122,39;6;0;6
02/07/2025 11:00;NORD;-53,887;-;-30,597;1.185,62;249,145;0;249,145
02/07/2025 11:00;SUD;-112,809;-;30,597;34,031;179,855;0;179,855
02/07/2025 11:15;NORD;-74,622;-;-41,997;1.109,57;184,895;0;184,895
02/07/2025 11:15;SUD;-100,589;-;41,997;33,604;177,51;0;177,51
02/07/2025 11:30;SUD;-117,891;-;87,841;34,612;222,401;0;222,401
02/07/2025 11:30;NORD;-89,571;-;-87,841;1.136,77;183,92;0;183,92
02/07/2025 11:45;SUD;-94,295;-;73,748;32,858;189,988;0;189,988
02/07/2025 11:45;NORD;-82,849;-;-73,748;1.104,73;172,523;0;172,523
02/07/2025 12:00;NORD;-77,206;-;-221,26;1.259,53;165,375;0;165,375
02/07/2025 12:00;SUD;-61,136;-;221,26;30,593;199,196;0;199,196
02/07/2025 12:15;NORD;-51,223;-;-226,364;1.249,53;163,876;0;163,876
02/07/2025 12:15;SUD;-60,821;-;226,364;32,273;168,911;0;168,911
02/07/2025 12:30;SUD;-71,208;-;239,33;30,592;163,074;0;163,074
02/07/2025 12:30;NORD;26,782;+;-239,33;1.224,72;124,091;-18,451;105,64
02/07/2025 12:45;SUD;-82,737;-;248,946;29,185;169,387;0;169,387
02/07/2025 12:45;NORD;-53,2;-;-248,946;1.272,25;166,637;0;166,637
02/07/2025 13:00;NORD;28,889;+;-159,162;1.246,78;86,911;0;86,911
02/07/2025 13:00;SUD;-45,42;-;159,162;27,404;167,661;0;167,661
02/07/2025 13:15;NORD;83,965;+;-130,427;1.234,65;87,457;0;87,457
02/07/2025 13:15;SUD;-16,562;-;130,427;27,568;173,284;0;173,284
02/07/2025 13:30;SUD;-26,211;-;128,75;26,285;192,702;0;192,702
02/07/2025 13:30;NORD;26,004;+;-128,75;1.269,95;124,215;-16,215;108
02/07/2025 13:45;SUD;-50,131;-;107,845;26,52;179,483;0;179,483
02/07/2025 13:45;NORD;-6,903;-;-107,845;1.256,96;176,933;0;176,933
02/07/2025 14:00;NORD;41,055;+;-179,266;1.263,77;123,668;-10,698;112,97
02/07/2025 14:00;SUD;-113,035;-;179,266;25,983;168,379;0;168,379
02/07/2025 14:15;NORD;97,452;+;-246,286;1.156,41;87,369;0;87,369
02/07/2025 14:15;SUD;-95,831;-;246,286;27,763;173,053;0;173,053
02/07/2025 14:30;SUD;-95,593;-;281,551;24,383;155;0;155
02/07/2025 14:30;NORD;129,541;+;-281,551;1.266,42;87,812;0;87,812
02/07/2025 14:45;SUD;-132,127;-;257,373;21,525;158,622;0;158,622
02/07/2025 14:45;NORD;116,777;+;-257,373;1.266,17;87,078;0;87,078
02/07/2025 15:00;NORD;196,429;+;-381,294;1.407,57;79,038;0;79,038
02/07/2025 15:00;SUD;-25,76;-;381,294;21,372;155;0;155
02/07/2025 15:15;NORD;203,999;+;-321,352;1.441,15;42,064;0;42,064
02/07/2025 15:15;SUD;59,249;+;321,352;18,856;46,469;0;46,469
02/07/2025 15:30;SUD;91,387;+;371,597;16,911;55,458;0;55,458
02/07/2025 15:30;NORD;264,763;+;-371,597;1.446,91;67,438;0;67,438
02/07/2025 15:45;SUD;57,812;+;401,745;18,476;51,219;0;51,219
02/07/2025 15:45;NORD;223,67;+;-401,745;1.557,85;75,039;0;75,039
02/07/2025 16:00;NORD;168,382;+;-421,184;1.714,09;87,528;0;87,528
02/07/2025 16:00;SUD;55,144;+;421,184;11,215;54,556;0;54,556
02/07/2025 16:15;NORD;236,787;+;-442,594;1.582,70;73,231;0;73,231
02/07/2025 16:15;SUD;149,099;+;442,594;10,951;61,671;0;61,671
02/07/2025 16:30;SUD;299,314;+;530,525;13,973;50,297;0;50,297
02/07/2025 16:30;NORD;318,61;+;-530,525;1.515,18;76,435;0;76,435
02/07/2025 16:45;SUD;289,016;+;725,798;17,885;45,377;0;45,377
02/07/2025 16:45;NORD;154,52;+;-725,798;1.714,36;86,24;0;86,24
02/07/2025 17:00;NORD;135,558;+;-576,386;1.646,15;85,43;0;85,43
02/07/2025 17:00;SUD;131,547;+;576,386;-101,27;52,017;0;52,017
02/07/2025 17:15;NORD;221,926;+;-449,977;1.584,05;85,431;0;85,431
02/07/2025 17:15;SUD;169,317;+;449,977;-104,148;57,713;0;57,713
02/07/2025 17:30;SUD;215,967;+;439,601;-104,287;57,249;0;57,249
02/07/2025 17:30;NORD;84,017;+;-439,601;1.487,46;86,529;0;86,529
02/07/2025 17:45;SUD;120,09;+;483,643;-111,187;54,67;0;54,67
02/07/2025 17:45;NORD;126,191;+;-483,643;1.437,10;83,254;0;83,254
02/07/2025 18:00;NORD;51,277;+;-628,221;1.419,88;86,68;0;86,68
