Data Riferimento;Macrozona;Sbil aggregato zonale [MWh];Segno aggregato zonale;Scambi [MWh];Estero [MWh];Prezzo base;Componente incentivante;Prezzo di sbilanciamento
01/03/2025 07:45;SUD;-26,615;-;551,678;-154,898;259,659;0;259,659
01/03/2025 07:45;NORD;-101,924;-;-551,678;1.725,54;255,892;0;255,892
01/03/2025 08:00;NORD;-133,262;-;-478,667;1.664,16;257,283;0;257,283
01/03/2025 08:00;SUD;70,639;+;478,667;-16,403;95,313;0;95,313
01/03/2025 08:15;NORD;-102,774;-;-475,447;1.669,78;217,126;0;217,126
01/03/2025 08:15;SUD;17,788;+;475,447;6,413;97,071;0;97,071
01/03/2025 08:30;SUD;5,516;+;467,978;6,759;92,581;0;92,581
01/03/2025 08:30;NORD;-20,563;-;-467,978;1.680,76;139,645;0,355;140
01/03/2025 08:45;SUD;3,776;+;405,531;18,017;94,38;0;94,38
01/03/2025 08:45;NORD;13,467;+;-405,531;1.663,84;84,597;0;84,597
01/03/2025 09:00;NORD;76,719;+;-339,379;1.707,23;104,025;0;104,025
01/03/2025 09:00;SUD;-102,363;-;339,379;89,924;299,4;0;299,4
01/03/2025 09:15;NORD;160,594;+;-339,568;1.703,78;95,204;0;95,204
01/03/2025 09:15;SUD;-93,433;-;339,568;102,787;184,358;0;184,358
01/03/2025 09:30;SUD;-52,937;-;267,816;104,205;184,358;0;184,358
01/03/2025 09:30;NORD;221,823;+;-267,816;1.744,88;89,824;0;89,824
01/03/2025 09:45;SUD;16,174;+;221,587;101,421;100,539;-45,539;55
01/03/2025 09:45;NORD;348,605;+;-221,587;1.702,62;93,974;0;93,974
01/03/2025 10:00;NORD;260,519;+;-249,787;1.837,57;75,595;0;75,595
01/03/2025 10:00;SUD;-154,225;-;249,787;94,009;232,71;0;232,71
01/03/2025 10:15;NORD;244,183;+;-213,305;1.861,76;83,241;0;83,241
01/03/2025 10:15;SUD;-36,905;-;213,305;93,405;281,179;0;281,179
01/03/2025 10:30;SUD;-34,855;-;170,787;94,928;184,358;0;184,358
01/03/2025 10:30;NORD;345,435;+;-170,787;1.789,82;82,219;0;82,219
01/03/2025 10:45;SUD;-3,079;-;154,42;94,902;184,358;0;184,358
01/03/2025 10:45;NORD;335,721;+;-154,42;1.889,25;68,58;0;68,58
01/03/2025 11:00;SUD;94,207;+;189,839;101,315;55,314;-55,314;0
01/03/2025 11:00;NORD;226,129;+;-189,839;1.851,97;63,69;0;63,69
01/03/2025 11:15;SUD;76,755;+;221,634;101,409;49,611;-49,611;0
01/03/2025 11:15;NORD;325,186;+;-221,634;1.828,35;63,005;0;63,005
01/03/2025 11:30;SUD;102,852;+;208,677;99,942;45,878;-45,878;0
01/03/2025 11:30;NORD;289,809;+;-208,677;1.876,41;62,738;0;62,738
01/03/2025 11:45;NORD;321,208;+;-208,59;1.900,75;59,133;0;59,133
01/03/2025 11:45;SUD;55,329;+;208,59;100,419;45,013;-45,013;0
01/03/2025 12:00;SUD;152,736;+;285,624;106,452;33,009;-33,009;0
01/03/2025 12:00;NORD;278,627;+;-285,624;2.005,98;54,086;0;54,086
01/03/2025 12:15;SUD;155,711;+;319,277;108,587;16,561;-16,561;0
01/03/2025 12:15;NORD;297,15;+;-319,277;1.991,56;51,802;0;51,802
01/03/2025 12:30;NORD;285,228;+;-401,306;2.061,23;48,916;0;48,916
01/03/2025 12:30;SUD;173,404;+;401,306;110,722;17,276;-17,276;0
01/03/2025 12:45;NORD;161,753;+;-444,043;2.002,74;66,938;0;66,938
01/03/2025 12:45;SUD;107,718;+;444,043;110,576;22,178;-22,178;0
01/03/2025 13:00;SUD;19,947;+;404,561;111,011;36,776;-36,776;0
01/03/2025 13:00;NORD;186,78;+;-404,561;1.974,45;81,781;0;81,781
01/03/2025 13:15;SUD;-8,605;-;377,564;111,088;424,295;0;424,295
01/03/2025 13:15;NORD;138,473;+;-377,564;1.955,93;70,17;0;70,17
01/03/2025 13:30;NORD;113,263;+;-431,769;2.010,39;64,984;0;64,984
01/03/2025 13:30;SUD;-288,882;-;431,769;109,842;427,196;0;427,196
01/03/2025 13:45;NORD;115,089;+;-442,272;1.913,70;46,286;0;46,286
01/03/2025 13:45;SUD;-130,24;-;442,272;108,223;179,445;0;179,445
01/03/2025 14:00;SUD;-120,674;-;471,964;107,062;186,609;0;186,609
01/03/2025 14:00;NORD;58,057;+;-471,964;1.825,90;0;0;0
01/03/2025 14:15;SUD;-169,837;-;559,544;102,251;263,053;0;263,053
01/03/2025 14:15;NORD;63,142;+;-559,544;1.850,65;100,1;0;100,1
01/03/2025 14:30;NORD;46,223;+;-552,451;1.738,22;97,782;0;97,782
01/03/2025 14:30;SUD;-129,092;-;552,451;98,764;257,451;0;257,451
01/03/2025 14:45;NORD;12,17;+;-553,101;1.730,90;0,843;0;0,843
01/03/2025 14:45;SUD;-106,189;-;553,101;85,229;257,133;0;257,133
01/03/2025 15:00;SUD;18,794;+;536,382;12,552;26,558;-15,558;11
01/03/2025 15:00;NORD;101,047;+;-536,382;1.684,77;27,044;0;27,044
01/03/2025 15:15;SUD;33,915;+;555,498;-5,735;29,575;-18,575;11
01/03/2025 15:15;NORD;125,12;+;-555,498;1.793,48;61,673;0;61,673
01/03/2025 15:30;NORD;72,993;+;-546,035;1.830,82;69,575;0;69,575
01/03/2025 15:30;SUD;73,551;+;546,035;-8,234;29,587;-18,587;11
01/03/2025 15:45;NORD;84,541;+;-558,658;1.826,53;71,327;0;71,327
01/03/2025 15:45;SUD;59,632;+;558,658;-27,888;32,429;-21,429;11
01/03/2025 16:00;SUD;118,698;+;616,3;-148,792;53,561;0;53,561
01/03/2025 16:00;NORD;113,728;+;-616,3;1.735,06;87,23;0;87,23
01/03/2025 16:15;SUD;68,953;+;717,652;-198,453;36,65;0;36,65
01/03/2025 16:15;NORD;73,661;+;-717,652;1.734,72;98,377;0;98,377
01/03/2025 16:30;NORD;-29,996;-;-809,311;1.740,02;266,993;0;266,993
01/03/2025 16:30;SUD;-13,306;-;809,311;-200,682;199,651;0;199,651
01/03/2025 16:45;NORD;-133,626;-;-783,732;1.686,30;246,081;0;246,081
01/03/2025 16:45;SUD;-131,075;-;783,732;-204,606;240,788;0;240,788
01/03/2025 17:00;SUD;-48,354;-;756,079;-222,274;255,042;0;255,042
01/03/2025 17:00;NORD;37,507;+;-756,079;1.268,24;102,022;0;102,022
01/03/2025 17:15;SUD;-48,545;-;799,801;-225,684;253,047;0;253,047
01/03/2025 17:15;NORD;-7,445;-;-799,801;1.386,29;250,679;0;250,679
01/03/2025 17:30;NORD;-74,678;-;-890,478;1.491,28;245,439;0;245,439
01/03/2025 17:30;SUD;-129,035;-;890,478;-226,165;242,738;0;242,738
01/03/2025 17:45;NORD;-171,411;-;-1.027,20;1.493,49;235,769;0;235,769
01/03/2025 17:45;SUD;-256,21;-;1.027,20;-225,96;234,671;0;234,671
01/03/2025 18:00;SUD;-147,953;-;1.013,07;-234,366;256,062;0;256,062
01/03/2025 18:00;NORD;35,422;+;-1.013,07;1.449,04;102,567;0;102,567
01/03/2025 18:15;SUD;-134,65;-;1.001,88;-234,897;266,229;0;266,229
01/03/2025 18:15;NORD;-61,635;-;-1.001,88;1.631,95;225,992;0;225,992
01/03/2025 18:30;NORD;-74,876;-;-1.062,99;1.704,99;225,704;0;225,704
01/03/2025 18:30;SUD;-171,076;-;1.062,99;-233,482;271,511;0;271,511
01/03/2025 18:45;NORD;15,203;+;-1.005,58;1.639,14;96,569;0;96,569
01/03/2025 18:45;SUD;-207,67;-;1.005,58;-234,729;265,478;0;265,478
01/03/2025 19:00;NORD;-38,829;-;-1.011,80;1.703,67;213,228;0;213,228
01/03/2025 19:00;SUD;-157,817;-;1.011,80;-230,485;278,583;0;278,583
01/03/2025 19:15;SUD;-119,247;-;981,784;-231,831;275,2;0;275,2
01/03/2025 19:15;NORD;-34,484;-;-981,784;1.717,01;207,609;0;207,609
01/03/2025 19:30;SUD;-134,1;-;967,94;-230,986;280,39;0;280,39
01/03/2025 19:30;NORD;-31,974;-;-967,94;1.791,36;237,792;0;237,792
01/03/2025 19:45;NORD;18,56;+;-900,261;1.671,03;87,714;0;87,714
01/03/2025 19:45;SUD;-120,78;-;900,261;-230,989;269,295;0;269,295
01/03/2025 20:00;SUD;-154,698;-;951,43;-225,385;266,85;0;266,85
01/03/2025 20:00;NORD;19,426;+;-951,43;1.812,55;83,414;0;83,414
01/03/2025 20:15;SUD;-32,937;-;891,473;-225,161;265,874;0;265,874
01/03/2025 20:15;NORD;-8,801;-;-891,473;1.827,56;183,693;0;183,693
01/03/2025 20:30;NORD;-4,361;-;-874,137;1.830,11;179,723;0;179,723
01/03/2025 20:30;SUD;40,112;+;874,137;-225,732;79,283;0;79,283
01/03/2025 20:45;NORD;90,2;+;-896,054;1.879,90;89,435;0;89,435
01/03/2025 20:45;SUD;120,348;+;896,054;-220,374;94,687;0;94,687
01/03/2025 21:00;SUD;90,825;+;893,374;-188,179;107,945;0;107,945
01/03/2025 21:00;NORD;-92,38;-;-893,374;2.063,17;222,343;0;222,343
01/03/2025 21:15;SUD;64,349;+;852,289;-181,086;123,991;0;123,991
01/03/2025 21:15;NORD;-20,641;-;-852,289;2.018,88;193,238;0;193,238
01/03/2025 21:30;NORD;19,039;+;-838,563;2.046,08;99,425;0;99,425
01/03/2025 21:30;SUD;63,859;+;838,563;-181,633;125,028;0;125,028
01/03/2025 21:45;NORD;-16,373;-;-863,708;2.188,08;212,697;0;212,697
01/03/2025 21:45;SUD;78,416;+;863,708;-176,619;111,21;0;111,21
01/03/2025 22:00;SUD;52,821;+;769,955;-135,066;116,334;0;116,334
01/03/2025 22:00;NORD;-72,652;-;-769,955;2.112,81;212,949;0;212,949
01/03/2025 22:15;SUD;-4,588;-;823,551;-127,37;174,337;0;174,337
01/03/2025 22:15;NORD;-80,497;-;-823,551;2.097,53;214,686;0;214,686
01/03/2025 22:30;NORD;-54,838;-;-860,732;2.108,76;215,655;0;215,655
01/03/2025 22:30;SUD;-44,253;-;860,732;-126,301;485,451;0;485,451
01/03/2025 22:45;NORD;-28,934;-;-839,591;2.057,09;236,08;0;236,08
01/03/2025 22:45;SUD;-50,492;-;839,591;-114,233;485,96;0;485,96
01/03/2025 23:00;SUD;-39,091;-;763,358;-26,813;554;0;554
01/03/2025 23:00;NORD;-101,095;-;-763,358;1.960,00;198,131;0;198,131
01/03/2025 23:15;SUD;-80,682;-;812,964;-2,607;173,285;0;173,285
01/03/2025 23:15;NORD;-75,985;-;-812,964;1.994,56;200,148;0;200,148
01/03/2025 23:30;NORD;-43,465;-;-772,164;1.979,35;194,985;0;194,985
01/03/2025 23:30;SUD;-97,848;-;772,164;-1,828;261,14;0;261,14
01/03/2025 23:45;NORD;-68,36;-;-719,053;1.969,22;195,37;0;195,37
01/03/2025 23:45;SUD;-58,929;-;719,053;7,145;257,269;0;257,269
02/03/2025 00:00;NORD;32,049;+;-597,535;1.739,56;83,596;0;83,596
02/03/2025 00:00;SUD;31,485;+;597,535;68,539;14,016;0;14,016
02/03/2025 00:15;NORD;-30,534;-;-636,082;1.756,86;216,975;0;216,975
02/03/2025 00:15;SUD;-80,368;-;636,082;79,138;248,96;0;248,96
02/03/2025 00:30;NORD;-69,433;-;-604,365;1.730,79;204,126;0;204,126
02/03/2025 00:30;SUD;-95,853;-;604,365;78,77;305,192;0;305,192
02/03/2025 00:45;SUD;-72,67;-;587,728;80,777;258,951;0;258,951
02/03/2025 00:45;NORD;-10,881;-;-587,728;1.592,24;183,541;0;183,541
02/03/2025 01:00;SUD;-49,843;-;624,264;87,759;256,49;0;256,49
02/03/2025 01:00;NORD;-61,589;-;-624,264;1.565,88;181,163;0;181,163
02/03/2025 01:15;NORD;-34,843;-;-612,929;1.648,46;195,46;0;195,46
02/03/2025 01:15;SUD;-37,046;-;612,929;89,358;263,491;0;263,491
02/03/2025 01:30;NORD;-23,991;-;-549,694;1.599,02;184,133;0;184,133
02/03/2025 01:30;SUD;18,612;+;549,694;90,051;14,903;0;14,903
02/03/2025 01:45;NORD;-49,18;-;-493,44;1.636,23;187,239;0;187,239
02/03/2025 01:45;SUD;49,808;+;493,44;89,998;14,912;0;14,912
02/03/2025 02:00;NORD;-39,092;-;-394,621;1.521,42;197,068;0;197,068
02/03/2025 02:00;SUD;44,509;+;394,621;101,604;10,337;0;10,337
02/03/2025 02:15;NORD;23,901;+;-346,935;1.444,71;81,55;0;81,55
02/03/2025 02:15;SUD;87,733;+;346,935;102,542;22,563;0;22,563
02/03/2025 02:30;NORD;-52,663;-;-296,609;1.496,10;197,956;0;197,956
02/03/2025 02:30;SUD;113,116;+;296,609;102,647;92,475;0;92,475
02/03/2025 02:45;NORD;-15,528;-;-294,008;1.503,17;245,453;0;245,453
02/03/2025 02:45;SUD;107,264;+;294,008;102,971;97,402;0;97,402
02/03/2025 03:00;NORD;14,278;+;-308,224;1.406,94;95,679;0;95,679
02/03/2025 03:00;SUD;72,293;+;308,224;105,717;0;0;0
02/03/2025 03:15;NORD;-68,205;-;-282,42;1.506,94;241,694;0;241,694
02/03/2025 03:15;SUD;86,163;+;282,42;105,892;0;0;0
02/03/2025 03:30;NORD;-36,599;-;-285,654;1.485,91;241,016;0;241,016
02/03/2025 03:30;SUD;65,965;+;285,654;106,203;0;0;0
02/03/2025 03:45;SUD;38,866;+;294,441;103,926;0;0;0
02/03/2025 03:45;NORD;-0,464;-;-294,441;1.435,08;261,086;0;261,086
02/03/2025 04:00;NORD;11,224;+;-293,988;1.492,88;99,946;0;99,946
02/03/2025 04:00;SUD;45,335;+;293,988;78,403;0;0;0
02/03/2025 04:15;SUD;33,868;+;295,33;76,609;0;0;0
02/03/2025 04:15;NORD;30,232;+;-295,33;1.505,58;100,704;0;100,704
02/03/2025 04:30;NORD;-6,641;-;-287,922;1.504,19;266,323;0;266,323
02/03/2025 04:30;SUD;25,518;+;287,922;76,68;0;0;0
02/03/2025 04:45;SUD;-23,768;-;316,253;78,044;183,996;0;183,996
02/03/2025 04:45;NORD;5,833;+;-316,253;1.533,91;98,554;0;98,554
02/03/2025 05:00;SUD;-20,812;-;321,159;73,826;190;0;190
02/03/2025 05:00;NORD;-54,751;-;-321,159;1.558,47;215,492;0;215,492
02/03/2025 05:15;NORD;-57,67;-;-332,539;1.567,03;225,161;0;225,161
02/03/2025 05:15;SUD;-8,277;-;332,539;72,61;192,288;0;192,288
02/03/2025 05:30;SUD;-62,166;-;376,74;69,421;192,08;0;192,08
02/03/2025 05:30;NORD;-37,66;-;-376,74;1.554,89;189,256;0;189,256
02/03/2025 05:45;SUD;-17,934;-;370,524;63,976;192,689;0;192,689
02/03/2025 05:45;NORD;-86,778;-;-370,524;1.578,96;228,39;0;228,39
02/03/2025 06:00;SUD;-11,669;-;342,406;30,977;209,345;0;209,345
02/03/2025 06:00;NORD;-9,336;-;-342,406;1.577,31;267,535;0;267,535
02/03/2025 06:15;NORD;-32,875;-;-340,598;1.606,46;204,011;0;204,011
02/03/2025 06:15;SUD;-29,261;-;340,598;27,113;196,255;0;196,255
02/03/2025 06:30;NORD;13,974;+;-333,406;1.578,32;58,776;0;58,776
02/03/2025 06:30;SUD;-36,565;-;333,406;27,414;254,439;0;254,439
02/03/2025 06:45;NORD;31,091;+;-329,748;1.565,89;51,795;0;51,795
02/03/2025 06:45;SUD;-1,103;-;329,748;24,991;216;0;216
02/03/2025 07:00;NORD;-1,542;-;-400,316;1.708,95;183,47;0;183,47
02/03/2025 07:00;SUD;31,45;+;400,316;-8,216;27,684;0;27,684
02/03/2025 07:15;NORD;-27,531;-;-418,859;1.810,06;186,338;0;186,338
02/03/2025 07:15;SUD;39,381;+;418,859;-15,114;7,081;0;7,081
02/03/2025 07:30;NORD;-35,752;-;-427,65;1.812,24;192,775;0;192,775
02/03/2025 07:30;SUD;32,411;+;427,65;-16,521;81,005;0;81,005
02/03/2025 07:45;SUD;-40,911;-;461,674;-8,633;173,285;0;173,285
02/03/2025 07:45;NORD;28,845;+;-461,674;1.790,71;70,951;0;70,951
02/03/2025 08:00;NORD;-61,284;-;-460,58;1.771,20;276,797;0;276,797
02/03/2025 08:00;SUD;-110,467;-;460,58;40,714;317,828;0;317,828
02/03/2025 08:15;NORD;-46,526;-;-460,955;1.770,32;239,386;0;239,386
02/03/2025 08:15;SUD;-37,084;-;460,955;50,175;206,592;0;206,592
02/03/2025 08:30;SUD;80,504;+;437,668;50,36;0,01;0;0,01
02/03/2025 08:30;NORD;-96,36;-;-437,668;1.832,10;246,889;0;246,889
02/03/2025 08:45;SUD;212,694;+;412,507;49,831;0,01;0;0,01
02/03/2025 08:45;NORD;-0,4;-;-412,507;1.872,30;236,254;0;236,254
02/03/2025 09:00;NORD;-57,089;-;-344,779;1.773,18;270;0;270
02/03/2025 09:00;SUD;63,199;+;344,779;71,108;0,01;0;0,01
02/03/2025 09:15;NORD;26,401;+;-369,024;1.827,68;0,002;0;0,002
02/03/2025 09:15;SUD;129,001;+;369,024;73,518;0,01;0;0,01
02/03/2025 09:30;SUD;143,858;+;367,183;74,798;0,009;0;0,009
02/03/2025 09:30;NORD;141,054;+;-367,183;1.825,30;0,002;0;0,002
02/03/2025 09:45;SUD;101;+;405,503;74,863;0;0;0
02/03/2025 09:45;NORD;162,173;+;-405,503;1.916,78;0,001;0;0,001
02/03/2025 10:00;NORD;50,196;+;-325,486;1.783,75;0,008;0;0,008
02/03/2025 10:00;SUD;55,705;+;325,486;80,6;0,009;0;0,009
02/03/2025 10:15;NORD;49,622;+;-341,525;1.802,25;0,008;0;0,008
02/03/2025 10:15;SUD;106,496;+;341,525;82,416;7,142;0;7,142
02/03/2025 10:30;SUD;-4,068;-;406,445;82,945;260;0;260
02/03/2025 10:30;NORD;170,575;+;-406,445;1.807,69;7,84;0;7,84
02/03/2025 10:45;SUD;80,575;+;430,358;81,788;18,497;0;18,497
02/03/2025 10:45;NORD;253,997;+;-430,358;1.842,63;2,372;0;2,372
02/03/2025 11:00;NORD;136,544;+;-463,402;1.951,78;3,144;0;3,144
02/03/2025 11:00;SUD;144,318;+;463,402;39,673;14,827;0;14,827
02/03/2025 11:15;NORD;214,972;+;-460,592;1.962,85;4,303;0;4,303
02/03/2025 11:15;SUD;182,069;+;460,592;6,915;18,897;0;18,897
02/03/2025 11:30;SUD;222,005;+;460,119;3,413;14,674;0;14,674
02/03/2025 11:30;NORD;259,767;+;-460,119;1.949,64;3,723;0;3,723
02/03/2025 11:45;SUD;199,003;+;506,581;4,554;9,873;0;9,873
02/03/2025 11:45;NORD;381,721;+;-506,581;1.937,89;2,444;0;2,444
02/03/2025 12:00;NORD;151,071;+;-642,937;2.081,76;7,238;0;7,238
02/03/2025 12:00;SUD;222,956;+;642,937;9,176;8,046;0;8,046
02/03/2025 12:15;NORD;231,367;+;-677,511;2.096,82;6,39;0;6,39
02/03/2025 12:15;SUD;203,355;+;677,511;10,442;7,967;0;7,967
02/03/2025 12:30;SUD;142,184;+;712,369;10,903;7,963;0;7,963
02/03/2025 12:30;NORD;263,959;+;-712,369;2.090,52;9,963;0;9,963
02/03/2025 12:45;SUD;127,517;+;712,324;12,113;8,057;0;8,057
02/03/2025 12:45;NORD;324,72;+;-712,324;2.055,04;10,818;0;10,818
02/03/2025 13:00;NORD;291,697;+;-660,493;1.897,23;3,05;0;3,05
02/03/2025 13:00;SUD;65,424;+;660,493;14,862;8,629;0;8,629
02/03/2025 13:15;NORD;321,602;+;-635,485;1.933,48;6,111;0;6,111
02/03/2025 13:15;SUD;165,257;+;635,485;19,484;8,87;0;8,87
02/03/2025 13:30;SUD;191,074;+;595,568;19,055;8,919;0;8,919
02/03/2025 13:30;NORD;413,498;+;-595,568;1.864,52;12,182;0;12,182
02/03/2025 13:45;SUD;156,339;+;587,028;20,673;9,25;0;9,25
02/03/2025 13:45;NORD;379,98;+;-587,028;1.877,24;12,749;0;12,749
02/03/2025 14:00;NORD;165,057;+;-525,829;1.691,17;0,816;0;0,816
02/03/2025 14:00;SUD;129,26;+;525,829;21,56;14,178;0;14,178
02/03/2025 14:15;NORD;217,693;+;-406,675;1.604,57;2,689;0;2,689
02/03/2025 14:15;SUD;49,294;+;406,675;23,467;17,257;0;17,257
02/03/2025 14:30;SUD;34,422;+;361,106;23,744;19,08;0;19,08
02/03/2025 14:30;NORD;162,922;+;-361,106;1.559,04;2,934;0;2,934
02/03/2025 14:45;SUD;27,245;+;338,296;1,846;64,654;-36,704;27,95
02/03/2025 14:45;NORD;94,83;+;-338,296;1.575,47;3,248;0;3,248
02/03/2025 15:00;NORD;333,457;+;-358,067;1.621,71;1,153;0;1,153
02/03/2025 15:00;SUD;148,697;+;358,067;-111,93;110,755;-38,404;72,35
02/03/2025 15:15;NORD;225,851;+;-423,627;1.690,33;1,635;0;1,635
02/03/2025 15:15;SUD;92,559;+;423,627;-139,578;0;0;0
02/03/2025 15:30;SUD;-6,241;-;399,119;-139,135;260,372;0;260,372
02/03/2025 15:30;NORD;158,542;+;-399,119;1.610,89;1,084;0;1,084
02/03/2025 15:45;SUD;-73,509;-;401,95;-149,22;242,686;0;242,686
02/03/2025 15:45;NORD;25,4;+;-401,95;1.645,25;0,316;0;0,316
02/03/2025 16:00;NORD;330,378;+;-429,304;1.640,79;0,001;0;0,001
02/03/2025 16:00;SUD;103,516;+;429,304;-193,897;0,009;0;0,009
02/03/2025 16:15;NORD;195,55;+;-488,372;1.734,14;0,008;0;0,008
02/03/2025 16:15;SUD;69,39;+;488,372;-204,466;0,01;0;0,01
02/03/2025 16:30;SUD;36,994;+;520,947;-204,941;0,01;0;0,01
02/03/2025 16:30;NORD;15,34;+;-520,947;1.772,94;0,001;0;0,001
02/03/2025 16:45;SUD;-5,465;-;550,688;-209,757;201,184;0;201,184
02/03/2025 16:45;NORD;-84,636;-;-550,688;1.689,16;222,668;0;222,668
02/03/2025 17:00;NORD;-18,313;-;-477,666;1.362,96;235,793;0;235,793
02/03/2025 17:00;SUD;41,323;+;477,666;-225,054;83,941;0;83,941
02/03/2025 17:15;NORD;-75,731;-;-523,288;1.458,14;228,205;0;228,205
02/03/2025 17:15;SUD;10,289;+;523,288;-229,763;3,017;0;3,017
02/03/2025 17:30;SUD;-6,552;-;547,689;-227,837;234,522;0;234,522
02/03/2025 17:30;NORD;-163,377;-;-547,689;1.451,71;240,666;0;240,666
02/03/2025 17:45;SUD;-64,667;-;441,626;-221,128;259,773;0;259,773
02/03/2025 17:45;NORD;-234,444;-;-441,626;1.388,46;255,717;0;255,717
