MTU (CET/CEST);Generation - Solar [MW] Day Ahead/ Italy (IT);Generation - Solar [MW] Intraday / Italy (IT);Generation - Solar [MW] Current / Italy (IT);Generation - Wind Offshore [MW] Day Ahead/ Italy (IT);Generation - Wind Offshore [MW] Intraday / Italy (IT);Generation - Wind Offshore [MW] Current / Italy (IT);Generation - Wind Onshore [MW] Day Ahead/ Italy (IT);Generation - Wind Onshore [MW] Intraday / Italy (IT);Generation - Wind Onshore [MW] Current / Italy (IT)
25.06.2025 11:15 - 25.06.2025 11:30;15802;15648;15648;n/e;n/e;n/e;275;260;n/e
25.06.2025 11:30 - 25.06.2025 11:45;16214;15925;15925;n/e;n/e;n/e;291;292;n/e
25.06.2025 11:45 - 25.06.2025 12:00;16466;16168;16168;n/e;n/e;n/e;311;313;n/e
25.06.2025 12:00 - 25.06.2025 12:15;16674;16513;16513;n/e;n/e;n/e;354;358;n/e
25.06.2025 12:15 - 25.06.2025 12:30;16870;16569;16569;n/e;n/e;n/e;381;377;n/e
25.06.2025 12:30 - 25.06.2025 12:45;16887;16654;16654;n/e;n/e;n/e;404;435;n/e
25.06.2025 12:45 - 25.06.2025 13:00;16966;16696;16696;n/e;n/e;n/e;450;467;n/e
25.06.2025 13:00 - 25.06.2025 13:15;16995;16703;16703;n/e;n/e;n/e;499;523;n/e
25.06.2025 13:15 - 25.06.2025 13:30;16959;16676;16676;n/e;n/e;n/e;560;602;n/e
25.06.2025 13:30 - 25.06.2025 13:45;16881;16603;16603;n/e;n/e;n/e;627;645;n/e
25.06.2025 13:45 - 25.06.2025 14:00;16781;16556;16556;n/e;n/e;n/e;670;731;n/e
25.06.2025 14:00 - 25.06.2025 14:15;16578;16356;16356;n/e;n/e;n/e;758;810;n/e
25.06.2025 14:15 - 25.06.2025 14:30;16459;16266;16266;n/e;n/e;n/e;841;885;n/e
25.06.2025 14:30 - 25.06.2025 14:45;16197;15995;15995;n/e;n/e;n/e;936;1019;n/e
25.06.2025 14:45 - 25.06.2025 15:00;15828;15665;15665;n/e;n/e;n/e;1040;1130;n/e
25.06.2025 15:00 - 25.06.2025 15:15;15562;15344;15344;n/e;n/e;n/e;1145;1257;n/e
25.06.2025 15:15 - 25.06.2025 15:30;15041;14920;14920;n/e;n/e;n/e;1269;1349;n/e
25.06.2025 15:30 - 25.06.2025 15:45;14513;14415;14415;n/e;n/e;n/e;1363;1476;n/e
25.06.2025 15:45 - 25.06.2025 16:00;14017;13939;13939;n/e;n/e;n/e;1512;1609;n/e
25.06.2025 16:00 - 25.06.2025 16:15;13462;13375;13375;n/e;n/e;n/e;1630;1729;n/e
25.06.2025 16:15 - 25.06.2025 16:30;12859;12768;12768;n/e;n/e;n/e;1718;1838;n/e
25.06.2025 16:30 - 25.06.2025 16:45;12144;12074;12074;n/e;n/e;n/e;1775;1909;n/e
25.06.2025 16:45 - 25.06.2025 17:00;11524;11409;11409;n/e;n/e;n/e;1832;1937;n/e
25.06.2025 17:00 - 25.06.2025 17:15;10685;10605;10605;n/e;n/e;n/e;1884;1966;n/e
25.06.2025 17:15 - 25.06.2025 17:30;9902;9788;9788;n/e;n/e;n/e;1927;1966;n/e
25.06.2025 17:30 - 25.06.2025 17:45;8935;8909;8909;n/e;n/e;n/e;1940;1964;n/e
25.06.2025 17:45 - 25.06.2025 18:00;8016;7928;7928;n/e;n/e;n/e;1942;1952;n/e
25.06.2025 18:00 - 25.06.2025 18:15;6958;6888;6888;n/e;n/e;n/e;1926;1894;n/e
25.06.2025 18:15 - 25.06.2025 18:30;5886;5818;5818;n/e;n/e;n/e;1863;1819;n/e
25.06.2025 18:30 - 25.06.2025 18:45;4785;4750;4750;n/e;n/e;n/e;1760;1727;n/e
25.06.2025 18:45 - 25.06.2025 19:00;3753;3722;3722;n/e;n/e;n/e;1641;1587;n/e
25.06.2025 19:00 - 25.06.2025 19:15;2781;2745;2745;n/e;n/e;n/e;1481;1436;n/e
25.06.2025 19:15 - 25.06.2025 19:30;1920;1928;1928;n/e;n/e;n/e;1326;1263;n/e
25.06.2025 19:30 - 25.06.2025 19:45;1266;1308;1308;n/e;n/e;n/e;1157;1092;n/e
25.06.2025 19:45 - 25.06.2025 20:00;811;821;821;n/e;n/e;n/e;949;855;n/e
25.06.2025 20:00 - 25.06.2025 20:15;459;468;468;n/e;n/e;n/e;756;757;n/e
25.06.2025 20:15 - 25.06.2025 20:30;229;227;227;n/e;n/e;n/e;691;636;n/e
25.06.2025 20:30 - 25.06.2025 20:45;62;68;68;n/e;n/e;n/e;595;528;n/e
25.06.2025 20:45 - 25.06.2025 21:00;11;17;17;n/e;n/e;n/e;542;471;n/e
25.06.2025 21:00 - 25.06.2025 21:15;1;1;1;n/e;n/e;n/e;472;429;n/e
25.06.2025 21:15 - 25.06.2025 21:30;0;0;0;n/e;n/e;n/e;440;413;n/e
25.06.2025 21:30 - 25.06.2025 21:45;0;0;0;n/e;n/e;n/e;457;409;n/e
25.06.2025 21:45 - 25.06.2025 22:00;0;0;0;n/e;n/e;n/e;461;420;n/e
25.06.2025 22:00 - 25.06.2025 22:15;0;0;0;n/e;n/e;n/e;479;432;n/e
25.06.2025 22:15 - 25.06.2025 22:30;0;0;0;n/e;n/e;n/e;517;443;n/e
25.06.2025 22:30 - 25.06.2025 22:45;0;0;0;n/e;n/e;n/e;530;479;n/e
25.06.2025 22:45 - 25.06.2025 23:00;0;0;0;n/e;n/e;n/e;538;517;n/e
25.06.2025 23:00 - 25.06.2025 23:15;0;0;0;n/e;n/e;n/e;609;550;n/e
25.06.2025 23:15 - 25.06.2025 23:30;0;0;0;n/e;n/e;n/e;655;588;n/e
25.06.2025 23:30 - 25.06.2025 23:45;0;0;0;n/e;n/e;n/e;693;625;n/e
25.06.2025 23:45 - 26.06.2025 00:00;0;0;0;n/e;n/e;n/e;737;694;n/e
26.06.2025 00:00 - 26.06.2025 00:15;0;N/A;0;n/e;n/e;n/e;707;N/A;n/e
26.06.2025 00:15 - 26.06.2025 00:30;0;N/A;0;n/e;n/e;n/e;715;N/A;n/e
26.06.2025 00:30 - 26.06.2025 00:45;0;N/A;0;n/e;n/e;n/e;717;N/A;n/e
26.06.2025 00:45 - 26.06.2025 01:00;0;N/A;0;n/e;n/e;n/e;712;N/A;n/e
26.06.2025 01:00 - 26.06.2025 01:15;0;N/A;0;n/e;n/e;n/e;716;N/A;n/e
26.06.2025 01:15 - 26.06.2025 01:30;0;N/A;0;n/e;n/e;n/e;728;N/A;n/e
26.06.2025 01:30 - 26.06.2025 01:45;0;N/A;0;n/e;n/e;n/e;743;N/A;n/e
26.06.2025 01:45 - 26.06.2025 02:00;0;N/A;0;n/e;n/e;n/e;770;N/A;n/e
26.06.2025 02:00 - 26.06.2025 02:15;0;N/A;0;n/e;n/e;n/e;789;N/A;n/e
26.06.2025 02:15 - 26.06.2025 02:30;0;N/A;0;n/e;n/e;n/e;802;N/A;n/e
26.06.2025 02:30 - 26.06.2025 02:45;0;N/A;0;n/e;n/e;n/e;817;N/A;n/e
26.06.2025 02:45 - 26.06.2025 03:00;0;N/A;0;n/e;n/e;n/e;811;N/A;n/e
26.06.2025 03:00 - 26.06.2025 03:15;0;N/A;0;n/e;n/e;n/e;829;N/A;n/e
26.06.2025 03:15 - 26.06.2025 03:30;0;N/A;0;n/e;n/e;n/e;853;N/A;n/e
26.06.2025 03:30 - 26.06.2025 03:45;0;N/A;0;n/e;n/e;n/e;848;N/A;n/e
26.06.2025 03:45 - 26.06.2025 04:00;0;N/A;0;n/e;n/e;n/e;850;N/A;n/e
26.06.2025 04:00 - 26.06.2025 04:15;0;N/A;0;n/e;n/e;n/e;844;N/A;n/e
26.06.2025 04:15 - 26.06.2025 04:30;0;N/A;0;n/e;n/e;n/e;842;N/A;n/e
26.06.2025 04:30 - 26.06.2025 04:45;0;N/A;0;n/e;n/e;n/e;844;N/A;n/e
26.06.2025 04:45 - 26.06.2025 05:00;0;N/A;0;n/e;n/e;n/e;835;N/A;n/e
26.06.2025 05:00 - 26.06.2025 05:15;0;N/A;0;n/e;n/e;n/e;828;N/A;n/e
26.06.2025 05:15 - 26.06.2025 05:30;0;N/A;0;n/e;n/e;n/e;823;N/A;n/e
26.06.2025 05:30 - 26.06.2025 05:45;11;N/A;11;n/e;n/e;n/e;811;N/A;n/e
26.06.2025 05:45 - 26.06.2025 06:00;86;N/A;86;n/e;n/e;n/e;795;N/A;n/e
26.06.2025 06:00 - 26.06.2025 06:15;282;N/A;282;n/e;n/e;n/e;752;N/A;n/e
26.06.2025 06:15 - 26.06.2025 06:30;595;N/A;595;n/e;n/e;n/e;702;N/A;n/e
26.06.2025 06:30 - 26.06.2025 06:45;992;N/A;992;n/e;n/e;n/e;594;N/A;n/e
26.06.2025 06:45 - 26.06.2025 07:00;1542;N/A;1542;n/e;n/e;n/e;507;N/A;n/e
26.06.2025 07:00 - 26.06.2025 07:15;2260;N/A;2260;n/e;n/e;n/e;413;N/A;n/e
26.06.2025 07:15 - 26.06.2025 07:30;3097;N/A;3097;n/e;n/e;n/e;349;N/A;n/e
26.06.2025 07:30 - 26.06.2025 07:45;4089;N/A;4089;n/e;n/e;n/e;270;N/A;n/e
26.06.2025 07:45 - 26.06.2025 08:00;5117;N/A;5117;n/e;n/e;n/e;240;N/A;n/e
26.06.2025 08:00 - 26.06.2025 08:15;6285;N/A;6285;n/e;n/e;n/e;203;N/A;n/e
26.06.2025 08:15 - 26.06.2025 08:30;7319;N/A;7319;n/e;n/e;n/e;180;N/A;n/e
26.06.2025 08:30 - 26.06.2025 08:45;8348;N/A;8348;n/e;n/e;n/e;183;N/A;n/e
26.06.2025 08:45 - 26.06.2025 09:00;9256;N/A;9256;n/e;n/e;n/e;147;N/A;n/e
26.06.2025 09:00 - 26.06.2025 09:15;10202;N/A;10202;n/e;n/e;n/e;194;N/A;n/e
26.06.2025 09:15 - 26.06.2025 09:30;11106;N/A;11106;n/e;n/e;n/e;200;N/A;n/e
26.06.2025 09:30 - 26.06.2025 09:45;11852;N/A;11852;n/e;n/e;n/e;220;N/A;n/e
26.06.2025 09:45 - 26.06.2025 10:00;12662;N/A;12662;n/e;n/e;n/e;257;N/A;n/e
26.06.2025 10:00 - 26.06.2025 10:15;13293;N/A;13293;n/e;n/e;n/e;277;N/A;n/e
26.06.2025 10:15 - 26.06.2025 10:30;13923;N/A;13923;n/e;n/e;n/e;307;N/A;n/e
26.06.2025 10:30 - 26.06.2025 10:45;14407;N/A;14407;n/e;n/e;n/e;323;N/A;n/e
26.06.2025 10:45 - 26.06.2025 11:00;14864;N/A;14864;n/e;n/e;n/e;347;N/A;n/e
26.06.2025 11:00 - 26.06.2025 11:15;15243;N/A;15243;n/e;n/e;n/e;380;N/A;n/e
26.06.2025 11:15 - 26.06.2025 11:30;15689;N/A;15689;n/e;n/e;n/e;423;N/A;n/e
26.06.2025 11:30 - 26.06.2025 11:45;15986;N/A;15986;n/e;n/e;n/e;465;N/A;n/e
26.06.2025 11:45 - 26.06.2025 12:00;16389;N/A;16389;n/e;n/e;n/e;520;N/A;n/e
26.06.2025 12:00 - 26.06.2025 12:15;16521;N/A;16521;n/e;n/e;n/e;580;N/A;n/e
26.06.2025 12:15 - 26.06.2025 12:30;16684;N/A;16684;n/e;n/e;n/e;652;N/A;n/e
26.06.2025 12:30 - 26.06.2025 12:45;16732;N/A;16732;n/e;n/e;n/e;747;N/A;n/e
26.06.2025 12:45 - 26.06.2025 13:00;16846;N/A;16846;n/e;n/e;n/e;872;N/A;n/e
26.06.2025 13:00 - 26.06.2025 13:15;16790;N/A;16790;n/e;n/e;n/e;970;N/A;n/e
26.06.2025 13:15 - 26.06.2025 13:30;16787;N/A;16787;n/e;n/e;n/e;1114;N/A;n/e
26.06.2025 13:30 - 26.06.2025 13:45;16696;N/A;16696;n/e;n/e;n/e;1333;N/A;n/e
26.06.2025 13:45 - 26.06.2025 14:00;16623;N/A;16623;n/e;n/e;n/e;1482;N/A;n/e
26.06.2025 14:00 - 26.06.2025 14:15;16478;N/A;16478;n/e;n/e;n/e;1645;N/A;n/e
26.06.2025 14:15 - 26.06.2025 14:30;16279;N/A;16279;n/e;n/e;n/e;1801;N/A;n/e
26.06.2025 14:30 - 26.06.2025 14:45;16006;N/A;16006;n/e;n/e;n/e;1956;N/A;n/e
26.06.2025 14:45 - 26.06.2025 15:00;15614;N/A;15614;n/e;n/e;n/e;2111;N/A;n/e
26.06.2025 15:00 - 26.06.2025 15:15;15316;N/A;15316;n/e;n/e;n/e;2268;N/A;n/e
26.06.2025 15:15 - 26.06.2025 15:30;14655;N/A;14655;n/e;n/e;n/e;2405;N/A;n/e
26.06.2025 15:30 - 26.06.2025 15:45;14189;N/A;14189;n/e;n/e;n/e;2511;N/A;n/e
26.06.2025 15:45 - 26.06.2025 16:00;13687;N/A;13687;n/e;n/e;n/e;2619;N/A;n/e
26.06.2025 16:00 - 26.06.2025 16:15;13107;N/A;13107;n/e;n/e;n/e;2721;N/A;n/e
26.06.2025 16:15 - 26.06.2025 16:30;12414;N/A;12414;n/e;n/e;n/e;2794;N/A;n/e
26.06.2025 16:30 - 26.06.2025 16:45;11794;N/A;11794;n/e;n/e;n/e;2866;N/A;n/e
26.06.2025 16:45 - 26.06.2025 17:00;11101;N/A;11101;n/e;n/e;n/e;2931;N/A;n/e
26.06.2025 17:00 - 26.06.2025 17:15;10315;N/A;10315;n/e;n/e;n/e;3003;N/A;n/e
26.06.2025 17:15 - 26.06.2025 17:30;9463;N/A;9463;n/e;n/e;n/e;3014;N/A;n/e
26.06.2025 17:30 - 26.06.2025 17:45;8612;N/A;8612;n/e;n/e;n/e;2997;N/A;n/e
26.06.2025 17:45 - 26.06.2025 18:00;7648;N/A;7648;n/e;n/e;n/e;2994;N/A;n/e
26.06.2025 18:00 - 26.06.2025 18:15;6710;N/A;6710;n/e;n/e;n/e;2931;N/A;n/e
26.06.2025 18:15 - 26.06.2025 18:30;5669;N/A;5669;n/e;n/e;n/e;2814;N/A;n/e
26.06.2025 18:30 - 26.06.2025 18:45;4619;N/A;4619;n/e;n/e;n/e;2677;N/A;n/e
26.06.2025 18:45 - 26.06.2025 19:00;3643;N/A;3643;n/e;n/e;n/e;2583;N/A;n/e
26.06.2025 19:00 - 26.06.2025 19:15;2659;N/A;2659;n/e;n/e;n/e;2364;N/A;n/e
26.06.2025 19:15 - 26.06.2025 19:30;1864;N/A;1864;n/e;n/e;n/e;2113;N/A;n/e
26.06.2025 19:30 - 26.06.2025 19:45;1250;N/A;1250;n/e;n/e;n/e;1891;N/A;n/e
26.06.2025 19:45 - 26.06.2025 20:00;798;N/A;798;n/e;n/e;n/e;1681;N/A;n/e
26.06.2025 20:00 - 26.06.2025 20:15;442;N/A;442;n/e;n/e;n/e;1561;N/A;n/e
26.06.2025 20:15 - 26.06.2025 20:30;203;N/A;203;n/e;n/e;n/e;1469;N/A;n/e
26.06.2025 20:30 - 26.06.2025 20:45;54;N/A;54;n/e;n/e;n/e;1373;N/A;n/e
26.06.2025 20:45 - 26.06.2025 21:00;5;N/A;5;n/e;n/e;n/e;1273;N/A;n/e
26.06.2025 21:00 - 26.06.2025 21:15;0;N/A;0;n/e;n/e;n/e;1240;N/A;n/e
26.06.2025 21:15 - 26.06.2025 21:30;0;N/A;0;n/e;n/e;n/e;1234;N/A;n/e
26.06.2025 21:30 - 26.06.2025 21:45;0;N/A;0;n/e;n/e;n/e;1240;N/A;n/e
26.06.2025 21:45 - 26.06.2025 22:00;0;N/A;0;n/e;n/e;n/e;1266;N/A;n/e
26.06.2025 22:00 - 26.06.2025 22:15;0;N/A;0;n/e;n/e;n/e;1270;N/A;n/e
26.06.2025 22:15 - 26.06.2025 22:30;0;N/A;0;n/e;n/e;n/e;1283;N/A;n/e
26.06.2025 22:30 - 26.06.2025 22:45;0;N/A;0;n/e;n/e;n/e;1317;N/A;n/e
26.06.2025 22:45 - 26.06.2025 23:00;0;N/A;0;n/e;n/e;n/e;1315;N/A;n/e
26.06.2025 23:00 - 26.06.2025 23:15;0;N/A;0;n/e;n/e;n/e;1337;N/A;n/e
26.06.2025 23:15 - 26.06.2025 23:30;0;N/A;0;n/e;n/e;n/e;1366;N/A;n/e
26.06.2025 23:30 - 26.06.2025 23:45;0;N/A;0;n/e;n/e;n/e;1418;N/A;n/e
26.06.2025 23:45 - 27.06.2025 00:00;0;N/A;0;n/e;n/e;n/e;1469;N/A;n/e
27.06.2025 00:00 - 27.06.2025 00:15;0;N/A;0;n/e;n/e;n/e;1441;N/A;n/e
27.06.2025 00:15 - 27.06.2025 00:30;0;N/A;0;n/e;n/e;n/e;1459;N/A;n/e
27.06.2025 00:30 - 27.06.2025 00:45;0;N/A;0;n/e;n/e;n/e;1477;N/A;n/e
27.06.2025 00:45 - 27.06.2025 01:00;0;N/A;0;n/e;n/e;n/e;1465;N/A;n/e
27.06.2025 01:00 - 27.06.2025 01:15;0;N/A;0;n/e;n/e;n/e;1460;N/A;n/e
27.06.2025 01:15 - 27.06.2025 01:30;0;N/A;0;n/e;n/e;n/e;1477;N/A;n/e
27.06.2025 01:30 - 27.06.2025 01:45;0;N/A;0;n/e;n/e;n/e;1494;N/A;n/e
27.06.2025 01:45 - 27.06.2025 02:00;0;N/A;0;n/e;n/e;n/e;1508;N/A;n/e
27.06.2025 02:00 - 27.06.2025 02:15;0;N/A;0;n/e;n/e;n/e;1534;N/A;n/e
27.06.2025 02:15 - 27.06.2025 02:30;0;N/A;0;n/e;n/e;n/e;1550;N/A;n/e
27.06.2025 02:30 - 27.06.2025 02:45;0;N/A;0;n/e;n/e;n/e;1574;N/A;n/e
27.06.2025 02:45 - 27.06.2025 03:00;0;N/A;0;n/e;n/e;n/e;1607;N/A;n/e
27.06.2025 03:00 - 27.06.2025 03:15;0;N/A;0;n/e;n/e;n/e;1653;N/A;n/e
27.06.2025 03:15 - 27.06.2025 03:30;0;N/A;0;n/e;n/e;n/e;1709;N/A;n/e
27.06.2025 03:30 - 27.06.2025 03:45;0;N/A;0;n/e;n/e;n/e;1745;N/A;n/e
27.06.2025 03:45 - 27.06.2025 04:00;0;N/A;0;n/e;n/e;n/e;1800;N/A;n/e
27.06.2025 04:00 - 27.06.2025 04:15;0;N/A;0;n/e;n/e;n/e;1833;N/A;n/e
27.06.2025 04:15 - 27.06.2025 04:30;0;N/A;0;n/e;n/e;n/e;1870;N/A;n/e
27.06.2025 04:30 - 27.06.2025 04:45;0;N/A;0;n/e;n/e;n/e;1911;N/A;n/e
27.06.2025 04:45 - 27.06.2025 05:00;0;N/A;0;n/e;n/e;n/e;1920;N/A;n/e
27.06.2025 05:00 - 27.06.2025 05:15;0;N/A;0;n/e;n/e;n/e;1889;N/A;n/e
27.06.2025 05:15 - 27.06.2025 05:30;0;N/A;0;n/e;n/e;n/e;1870;N/A;n/e
27.06.2025 05:30 - 27.06.2025 05:45;9;N/A;9;n/e;n/e;n/e;1854;N/A;n/e
27.06.2025 05:45 - 27.06.2025 06:00;69;N/A;69;n/e;n/e;n/e;1821;N/A;n/e
27.06.2025 06:00 - 27.06.2025 06:15;245;N/A;245;n/e;n/e;n/e;1787;N/A;n/e
27.06.2025 06:15 - 27.06.2025 06:30;536;N/A;536;n/e;n/e;n/e;1724;N/A;n/e
27.06.2025 06:30 - 27.06.2025 06:45;910;N/A;910;n/e;n/e;n/e;1670;N/A;n/e
27.06.2025 06:45 - 27.06.2025 07:00;1470;N/A;1470;n/e;n/e;n/e;1570;N/A;n/e
27.06.2025 07:00 - 27.06.2025 07:15;2139;N/A;2139;n/e;n/e;n/e;1476;N/A;n/e
27.06.2025 07:15 - 27.06.2025 07:30;2941;N/A;2941;n/e;n/e;n/e;1362;N/A;n/e
27.06.2025 07:30 - 27.06.2025 07:45;3930;N/A;3930;n/e;n/e;n/e;1223;N/A;n/e
27.06.2025 07:45 - 27.06.2025 08:00;4968;N/A;4968;n/e;n/e;n/e;1110;N/A;n/e
27.06.2025 08:00 - 27.06.2025 08:15;6170;N/A;6170;n/e;n/e;n/e;1031;N/A;n/e
27.06.2025 08:15 - 27.06.2025 08:30;7231;N/A;7231;n/e;n/e;n/e;1017;N/A;n/e
27.06.2025 08:30 - 27.06.2025 08:45;8284;N/A;8284;n/e;n/e;n/e;990;N/A;n/e
27.06.2025 08:45 - 27.06.2025 09:00;9272;N/A;9272;n/e;n/e;n/e;996;N/A;n/e
27.06.2025 09:00 - 27.06.2025 09:15;10216;N/A;10216;n/e;n/e;n/e;1050;N/A;n/e
27.06.2025 09:15 - 27.06.2025 09:30;11079;N/A;11079;n/e;n/e;n/e;1130;N/A;n/e
27.06.2025 09:30 - 27.06.2025 09:45;11868;N/A;11868;n/e;n/e;n/e;1216;N/A;n/e
27.06.2025 09:45 - 27.06.2025 10:00;12646;N/A;12646;n/e;n/e;n/e;1310;N/A;n/e
27.06.2025 10:00 - 27.06.2025 10:15;13319;N/A;13319;n/e;n/e;n/e;1419;N/A;n/e
27.06.2025 10:15 - 27.06.2025 10:30;13932;N/A;13932;n/e;n/e;n/e;1492;N/A;n/e
27.06.2025 10:30 - 27.06.2025 10:45;14392;N/A;14392;n/e;n/e;n/e;1576;N/A;n/e
27.06.2025 10:45 - 27.06.2025 11:00;14929;N/A;14929;n/e;n/e;n/e;1614;N/A;n/e
27.06.2025 11:00 - 27.06.2025 11:15;15370;N/A;15370;n/e;n/e;n/e;1708;N/A;n/e
27.06.2025 11:15 - 27.06.2025 11:30;15790;N/A;15790;n/e;n/e;n/e;1822;N/A;n/e
27.06.2025 11:30 - 27.06.2025 11:45;16143;N/A;16143;n/e;n/e;n/e;1957;N/A;n/e
27.06.2025 11:45 - 27.06.2025 12:00;16416;N/A;16416;n/e;n/e;n/e;2063;N/A;n/e
27.06.2025 12:00 - 27.06.2025 12:15;16662;N/A;16662;n/e;n/e;n/e;2171;N/A;n/e
27.06.2025 12:15 - 27.06.2025 12:30;16810;N/A;16810;n/e;n/e;n/e;2274;N/A;n/e
27.06.2025 12:30 - 27.06.2025 12:45;16844;N/A;16844;n/e;n/e;n/e;2392;N/A;n/e
27.06.2025 12:45 - 27.06.2025 13:00;16932;N/A;16932;n/e;n/e;n/e;2497;N/A;n/e
27.06.2025 13:00 - 27.06.2025 13:15;16980;N/A;16980;n/e;n/e;n/e;2575;N/A;n/e
27.06.2025 13:15 - 27.06.2025 13:30;16866;N/A;16866;n/e;n/e;n/e;2668;N/A;n/e
27.06.2025 13:30 - 27.06.2025 13:45;16819;N/A;16819;n/e;n/e;n/e;2761;N/A;n/e
27.06.2025 13:45 - 27.06.2025 14:00;16756;N/A;16756;n/e;n/e;n/e;2857;N/A;n/e
27.06.2025 14:00 - 27.06.2025 14:15;16572;N/A;16572;n/e;n/e;n/e;2964;N/A;n/e
27.06.2025 14:15 - 27.06.2025 14:30;16401;N/A;16401;n/e;n/e;n/e;3047;N/A;n/e
27.06.2025 14:30 - 27.06.2025 14:45;16128;N/A;16128;n/e;n/e;n/e;3146;N/A;n/e
27.06.2025 14:45 - 27.06.2025 15:00;15799;N/A;15799;n/e;n/e;n/e;3236;N/A;n/e
27.06.2025 15:00 - 27.06.2025 15:15;15494;N/A;15494;n/e;n/e;n/e;3284;N/A;n/e
27.06.2025 15:15 - 27.06.2025 15:30;15025;N/A;15025;n/e;n/e;n/e;3346;N/A;n/e
27.06.2025 15:30 - 27.06.2025 15:45;14475;N/A;14475;n/e;n/e;n/e;3439;N/A;n/e
27.06.2025 15:45 - 27.06.2025 16:00;13973;N/A;13973;n/e;n/e;n/e;3546;N/A;n/e
27.06.2025 16:00 - 27.06.2025 16:15;13357;N/A;13357;n/e;n/e;n/e;3632;N/A;n/e
27.06.2025 16:15 - 27.06.2025 16:30;12893;N/A;12893;n/e;n/e;n/e;3729;N/A;n/e
27.06.2025 16:30 - 27.06.2025 16:45;12188;N/A;12188;n/e;n/e;n/e;3794;N/A;n/e
27.06.2025 16:45 - 27.06.2025 17:00;11529;N/A;11529;n/e;n/e;n/e;3882;N/A;n/e
27.06.2025 17:00 - 27.06.2025 17:15;10763;N/A;10763;n/e;n/e;n/e;3960;N/A;n/e
27.06.2025 17:15 - 27.06.2025 17:30;9928;N/A;9928;n/e;n/e;n/e;3987;N/A;n/e
27.06.2025 17:30 - 27.06.2025 17:45;8973;N/A;8973;n/e;n/e;n/e;4020;N/A;n/e
27.06.2025 17:45 - 27.06.2025 18:00;8038;N/A;8038;n/e;n/e;n/e;4014;N/A;n/e
27.06.2025 18:00 - 27.06.2025 18:15;7049;N/A;7049;n/e;n/e;n/e;3989;N/A;n/e
27.06.2025 18:15 - 27.06.2025 18:30;5964;N/A;5964;n/e;n/e;n/e;3944;N/A;n/e
27.06.2025 18:30 - 27.06.2025 18:45;4901;N/A;4901;n/e;n/e;n/e;3843;N/A;n/e
27.06.2025 18:45 - 27.06.2025 19:00;3777;N/A;3777;n/e;n/e;n/e;3757;N/A;n/e
27.06.2025 19:00 - 27.06.2025 19:15;2834;N/A;2834;n/e;n/e;n/e;3659;N/A;n/e
27.06.2025 19:15 - 27.06.2025 19:30;1986;N/A;1986;n/e;n/e;n/e;3504;N/A;n/e
27.06.2025 19:30 - 27.06.2025 19:45;1322;N/A;1322;n/e;n/e;n/e;3322;N/A;n/e
27.06.2025 19:45 - 27.06.2025 20:00;827;N/A;827;n/e;n/e;n/e;3092;N/A;n/e
27.06.2025 20:00 - 27.06.2025 20:15;472;N/A;472;n/e;n/e;n/e;2896;N/A;n/e
27.06.2025 20:15 - 27.06.2025 20:30;244;N/A;244;n/e;n/e;n/e;2747;N/A;n/e
27.06.2025 20:30 - 27.06.2025 20:45;84;N/A;84;n/e;n/e;n/e;2653;N/A;n/e
27.06.2025 20:45 - 27.06.2025 21:00;17;N/A;17;n/e;n/e;n/e;2589;N/A;n/e
27.06.2025 21:00 - 27.06.2025 21:15;1;N/A;1;n/e;n/e;n/e;2484;N/A;n/e
27.06.2025 21:15 - 27.06.2025 21:30;0;N/A;0;n/e;n/e;n/e;2379;N/A;n/e
27.06.2025 21:30 - 27.06.2025 21:45;0;N/A;0;n/e;n/e;n/e;2299;N/A;n/e
27.06.2025 21:45 - 27.06.2025 22:00;0;N/A;0;n/e;n/e;n/e;2289;N/A;n/e
27.06.2025 22:00 - 27.06.2025 22:15;0;N/A;0;n/e;n/e;n/e;2294;N/A;n/e
27.06.2025 22:15 - 27.06.2025 22:30;0;N/A;0;n/e;n/e;n/e;2232;N/A;n/e
27.06.2025 22:30 - 27.06.2025 22:45;0;N/A;0;n/e;n/e;n/e;2181;N/A;n/e
27.06.2025 22:45 - 27.06.2025 23:00;0;N/A;0;n/e;n/e;n/e;2144;N/A;n/e
27.06.2025 23:00 - 27.06.2025 23:15;0;N/A;0;n/e;n/e;n/e;2136;N/A;n/e
27.06.2025 23:15 - 27.06.2025 23:30;0;N/A;0;n/e;n/e;n/e;2172;N/A;n/e
27.06.2025 23:30 - 27.06.2025 23:45;0;N/A;0;n/e;n/e;n/e;2235;N/A;n/e
27.06.2025 23:45 - 28.06.2025 00:00;0;N/A;0;n/e;n/e;n/e;2313;N/A;n/e
28.06.2025 00:00 - 28.06.2025 00:15;0;0;0;n/e;n/e;n/e;1880;1880;n/e
28.06.2025 00:15 - 28.06.2025 00:30;0;0;0;n/e;n/e;n/e;1900;1900;n/e
28.06.2025 00:30 - 28.06.2025 00:45;0;0;0;n/e;n/e;n/e;1949;1949;n/e
28.06.2025 00:45 - 28.06.2025 01:00;0;0;0;n/e;n/e;n/e;1986;1986;n/e
28.06.2025 01:00 - 28.06.2025 01:15;0;0;0;n/e;n/e;n/e;2006;2006;n/e
28.06.2025 01:15 - 28.06.2025 01:30;0;0;0;n/e;n/e;n/e;2069;2069;n/e
